# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
10220	Lashi	tears	ŋou³¹pi³¹	ŋ ou ³¹ + p i ³¹	i n t + i n t	ŋ ou - - ³¹ + p - i - ³¹	16664 16665
#
1242	Rangoon	tell	tɑ̃i²²	t ɑ̃ i ∼ ²²	i n N c t	t ɑ̃ i ∼ ²²	12143
2976	Achang_Longchuan	tell	kʐai⁵⁵tsi³¹	k ʐ ai ⁵⁵ + ts i ³¹	i m n t + i n t	k ʐ ai ⁵⁵ + ts i - ³¹	16679 16680
4486	Xiandao	tell	ʂat⁵⁵	ʂ a t ⁵⁵	i n c t	ʂ a t ⁵⁵	16683
6174	Atsi	tell	tai²¹kjo̱²¹	t a i ²¹ + ˀk j o ²¹	i n N t + i m n t	t a i ²¹ + ˀk j o ²¹	16680 16679
7833	Maru	tell	ta̱⁵⁵kjɔ̱³⁵	ˀt a ⁵⁵ + ˀk j ɔ ³⁵	i n t + i m n t	ˀt a - ⁵⁵ + ˀk j ɔ ³⁵	16680 16679
9541	Bola	tell	ti̱³⁵kja̱³⁵	ˀt i ³⁵ + ˀk j a ³⁵	i n t + i m n t	ˀt i - ³⁵ + ˀk j a ³⁵	16680 16679
11142	Lashi	tell	ta̱ːi⁵³	ˀt aːi ⁵³	i n t	ˀt aːi - ⁵³	16680
12049	Old_Burmese	tell	pro₂ḥ	p r ʊ ⁵⁵	i m n t	p r ʊ ⁵⁵	16681
12050	Old_Burmese	tell	tuiṅ	t ə ŋ ²²	i n c t	t ə - ŋ ²²	12143
#
1319	Rangoon	tell (a story)	pjɔ⁵⁵	p j ɔ ⁵⁵	i m n t	p j ɔ ⁵⁵	16697
3041	Achang_Longchuan	tell (a story)	kai⁵⁵	k ai ⁵⁵	i n t	k ai ⁵⁵	16693
4538	Xiandao	tell (a story)	kʐai⁵⁵	kʐ ai ⁵⁵	i n t	kʐ ai ⁵⁵	16693
6254	Atsi	tell (a story)	miŋ²¹	m i ŋ ²¹	i n c t	m i ŋ ²¹	16694
7900	Maru	tell (a story)	mu̱k⁵⁵	ˀm u k ⁵⁵	i n c t	ˀm u k ⁵⁵	16696
9617	Bola	tell (a story)	khai⁵⁵	kh ai ⁵⁵	i n t	kh ai ⁵⁵	16693
11200	Lashi	tell (a story)	ta̱ːi⁵³	ˀt aːi ⁵³	i n t	ˀt aːi ⁵³	16695
#
638	Rangoon	temper	tθɑ⁵³bɔ⁵⁵	tθ ɑ ⁵³ + b ɔ ⁵⁵	i n t + i n t	tθ ɑ ⁵³ + b ɔ ⁵⁵	16702 16704
2417	Achang_Longchuan	temper	a³¹tʂai⁵⁵	/ʔ a ³¹ + tʂ ai ⁵⁵	i n t + i n t	/ʔ a ³¹ + tʂ ai ⁵⁵	9371 16702
3997	Xiandao	temper	a³¹tʂau⁵⁵	/ʔ a ³¹ + tʂ au ⁵⁵	i n t + i n t	/ʔ a ³¹ + tʂ au ⁵⁵	9371 16702
5566	Atsi	temper	a²¹kja̱ŋ⁵¹	/ʔ a ²¹ + ˀk j a ŋ ⁵¹	i n t + i m n c t	/ʔ a ²¹ + ˀk j a ŋ ⁵¹	9371 1778
7287	Maru	temper	a³¹kja̱ŋ⁵⁵	/ʔ a ³¹ + ˀk j a ŋ ⁵⁵	i n t + i m n c t	/ʔ a ³¹ + ˀk j a ŋ ⁵⁵	9371 1778
8951	Bola	temper	a³¹kja̱ŋ⁵⁵	/ʔ a ³¹ + ˀk j a ŋ ⁵⁵	i n t + i m n c t	/ʔ a ³¹ + ˀk j a ŋ ⁵⁵	9371 1778
10622	Lashi	temper	a³¹kja̱ŋ⁵⁵	/ʔ a ³¹ + ˀk j a ŋ ⁵⁵	i n t + i m n c t	/ʔ a ³¹ + ˀk j a ŋ ⁵⁵	9371 1778
#
68	Rangoon	temple	bu⁵³jɑ⁵⁵tɕɑ̃u⁵⁵	b u ⁵³ + /ʔ j ɑ ⁵⁵ + tɕ ɑ̃ u ∼ ⁵⁵	i n t + i m n t + i n N c t	b u - ⁵³ + /ʔ j ɑ ⁵⁵ + tɕ ɑ̃ u ∼ ⁵⁵	3613 16720 16721
1893	Achang_Longchuan	temple	tʂuaŋ⁵⁵	tʂ ua ŋ ⁵⁵	i n c t	tʂ ua ŋ ⁵⁵	16716
3553	Xiandao	temple	tʂɔŋ³¹kɯ³¹	tʂ ɔ ŋ ³¹ + k ɯ ³¹	i n c t + i n t	tʂ ɔ ŋ ³¹ + k - ɯ ³¹	16716 16772
5004	Atsi	temple	mjau⁵⁵	m j a u ⁵⁵	i m n N t	m j a u ⁵⁵	16717
6788	Maru	temple	mjau³⁵	m j au ³⁵	i m n t	m j au - ³⁵	16717
8415	Bola	temple	puŋ³¹kji³¹tʃɔŋ³¹	p u ŋ ³¹ + k j i ³¹ + tʃ ɔ ŋ ³¹	i n c t + i m n t + i n c t	p u ŋ ³¹ + k j i ³¹ + tʃ ɔ ŋ ³¹	3613 16772 16716
#
760	Rangoon	ten	shɛ²²	sʰ ɛ ²²	i n t	sʰ ɛ - ²²	16728
2516	Achang_Longchuan	ten	tɕhe⁵⁵	tɕʰ e ⁵⁵	i n t	tɕʰ e - ⁵⁵	16728
4087	Xiandao	ten	ta³¹tshi⁵⁵	t a ³¹ + tsh i ⁵⁵	i n t + i n t	t a ³¹ + tsh i - ⁵⁵	16731 16728
5689	Atsi	ten	tshe⁵¹	tsʰ e ⁵¹	i n t	tsʰ e - ⁵¹	16728
7391	Maru	ten	tshɛ³¹	tsh ɛ ³¹	i n t	tsh ɛ - ³¹	16728
9070	Bola	ten	tă³¹thai⁵⁵	t ă ³¹ + th ai ⁵⁵	i n t + i n t	t ă ³¹ + th ai - ⁵⁵	16729 16728
10722	Lashi	ten	tă³¹tshe³³	t ă ³¹ + tsh e ³³	i n t + i n t	t ă ³¹ + tsh e - ³³	16730 16728
11763	Old_Burmese	ten	chay	tɕh a j ²²	i n c t	tɕh a j ²²	16728
#
827	Rangoon	ten cents	mu⁵⁵	m u ⁵⁵	i n t	m u ⁵⁵	16741
2583	Achang_Longchuan	ten cents	tɕɔʔ³¹	tɕ ɔ ʔ ³¹	i n c t	tɕ - ɔ ʔ ³¹	16740
4150	Xiandao	ten cents	xɛŋ⁵¹	x ɛ ŋ ⁵¹	i n c t	x ɛ ŋ ⁵¹	16742
5756	Atsi	ten cents	kjoʔ⁵⁵	k j o ʔ ⁵⁵	i m n c t	k j o ʔ ⁵⁵	16740
7459	Maru	ten cents	kjɔʔ³¹	k j ɔ ʔ ³¹	i m n c t	k j ɔ ʔ ³¹	16740
9139	Bola	ten cents	kjɔʔ³¹	k j ɔ ʔ ³¹	i m n c t	k j ɔ ʔ ³¹	16740
10787	Lashi	ten cents	kjɔ³¹	k j ɔ ³¹	i m n t	k j ɔ - ³¹	16740
#
784	Rangoon	ten million	ku⁵³te²²	k u ⁵³ + t e ²²	i n t + i n t	k u ⁵³ + t e ²²	16751 11437
4111	Xiandao	ten million	xɛŋ⁵¹m̥un³¹	x ɛ ŋ ⁵¹ + m̥ u n ³¹	i n c t + i n c t	x ɛ ŋ ⁵¹ + m̥ u n ³¹	16752 11311
7415	Maru	ten million	tă³¹tʃhɛn³⁵van³⁵	t ă ³¹ + tʃh ɛ n ³⁵ + v a n ³⁵	i n t + i n c t + i n c t	t ă ³¹ + tʃh ɛ n ³⁵ + v a n ³⁵	11437 16749 11311
#
781	Rangoon	ten thousand	tθɑ̃u⁵⁵	tθ ɑ̃ u ∼ ⁵⁵	i n N c t	tθ ɑ̃ u ∼ ⁵⁵	16757
2536	Achang_Longchuan	ten thousand	mun³¹	m u n ³¹	i n c t	m u n ³¹	16756
4108	Xiandao	ten thousand	m̥un⁵¹	m̥ u n ⁵¹	i n c t	m̥ u n ⁵¹	16756
5709	Atsi	ten thousand	mun²¹	m u n ²¹	i n c t	m u n ²¹	16756
7412	Maru	ten thousand	van³⁵	v a n ³⁵	i n c t	v a n ³⁵	16756
9091	Bola	ten thousand	van³⁵	v a n ³⁵	i n c t	v a n ³⁵	16756
#
1774	Rangoon	tender young (plant)	nu⁵³	n u ⁵³	i n t	n u - ⁵³	16763
3472	Achang_Longchuan	tender young (plant)	ȵuat⁵⁵	ȵ ua t ⁵⁵	i n c t	ȵ ua t ⁵⁵	16763
4926	Xiandao	tender young (plant)	ɲɔt⁵⁵	ɲ ɔ t ⁵⁵	i n c t	ɲ ɔ t ⁵⁵	16763
6708	Atsi	tender young (plant)	nu⁵⁵	n u ⁵⁵	i n t	n u - ⁵⁵	16763
8340	Maru	tender young (plant)	nau⁵⁵	n au ⁵⁵	i n t	n au - ⁵⁵	16763
10067	Bola	tender young (plant)	nɔ³⁵	n ɔ ³⁵	i n t	n ɔ - ³⁵	16763
11594	Lashi	tender young (plant)	nuː⁵⁵	n uː ⁵⁵	i n t	n uː - ⁵⁵	16763
#
128	Rangoon	tendon / sinew	ɑ⁵³tɕɔ⁵⁵	/ʔ ɑ ⁵³ + tɕ ɔ ⁵⁵	i n t + i n t	/ʔ ɑ - ⁵³ + tɕ - ɔ ⁵⁵	16771 16772
1950	Achang_Longchuan	tendon / sinew	a³¹kʐə³¹	/ʔ a ³¹ + k ʐ ə ³¹	i n t + i m n t	/ʔ a - ³¹ + k ʐ ə ³¹	16771 16772
3606	Xiandao	tendon / sinew	kɯ³¹	k ɯ ³¹	i n t	k - ɯ ³¹	16772
5062	Atsi	tendon / sinew	ʃŏ²¹kji²¹	ʃ ŏ ²¹ + k j i ²¹	i n t + i m n t	ʃ ŏ - ²¹ + k j i ²¹	16771 16772
6838	Maru	tendon / sinew	ʃɔ̃³⁵kji³¹	ʃ ɔ̃ ∼ ³⁵ + k j i ³¹	i n c t + i m n t	ʃ ɔ̃ ∼ ³⁵ + k j i ³¹	16771 16772
8471	Bola	tendon / sinew	ʃă³⁵kji³¹	ʃ ă ³⁵ + k j i ³¹	i n t + i m n t	ʃ ă - ³⁵ + k j i ³¹	16771 16772
10197	Lashi	tendon / sinew	ʃŏ⁵⁵kji³³	ʃ ŏ ⁵⁵ + k j i ³³	i n t + i m n t	ʃ ŏ - ⁵⁵ + k j i ³³	16771 16772
11926	Old_Burmese	tendon / sinew	aʔ◦kro₂ḥ	ʔ a ⁵³ + k r ʊ ⁵⁵	i n t + i m n t	ʔ a - ⁵³ + k r ʊ ⁵⁵	16771 16772
#
952	Rangoon	tense / tight / taut	tĩ⁵⁵	t ĩ ∼ ⁵⁵	i n c t	t ĩ ∼ ⁵⁵	16789
2709	Achang_Longchuan	tense / tight / taut	ʐat⁵⁵	ʐ a t ⁵⁵	i n c t	ʐ a t ⁵⁵	16787
4263	Xiandao	tense / tight / taut	kɯm⁵⁵	k ɯ m ⁵⁵	i n c t	k ɯ m ⁵⁵	16790
5884	Atsi	tense / tight / taut	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	i n c t	ˀtʃ a p ⁵⁵	16788
7579	Maru	tense / tight / taut	ta̱ŋ³⁵	ˀt a ŋ ³⁵	i n c t	ˀt a ŋ ³⁵	16789
9263	Bola	tense / tight / taut	taŋ³⁵	t a ŋ ³⁵	i n c t	t a ŋ ³⁵	16789
10905	Lashi	tense / tight / taut	tə̱ːŋ⁵³	ˀt əː ŋ ⁵³	i n c t	ˀt əː ŋ ⁵³	16789
#
115	Rangoon	testicle	gwe⁵⁵se⁵³	g w e ⁵⁵ + s e ⁵³	i m n t + i n t	g w e - ⁵⁵ + s e - ⁵³	16797 16796
1939	Achang_Longchuan	testicle	ȵ̥i³¹tsiʔ³¹	ȵ̥ i ³¹ + ts i ʔ ³¹	i n t + i n c t	ȵ̥ - i ³¹ + ts i ʔ ³¹	16795 16796
3597	Xiandao	testicle	li⁵³tsi³¹	l i ⁵³ + ts i ³¹	i n t + i n t	l i ⁵³ + ts i - ³¹	16798 16796
5051	Atsi	testicle	njĭ̱²¹tʃi⁵⁵	ˀn j ĭ ²¹ + tʃ i ⁵⁵	i m n t + i n t	ˀn j ĭ ²¹ + tʃ i - ⁵⁵	16795 16796
6831	Maru	testicle	nji̱³⁵tʃi̱k⁵⁵	ˀn j i ³⁵ + ˀtʃ i k ⁵⁵	i m n t + i n c t	ˀn j i ³⁵ + ˀtʃ i k ⁵⁵	16795 16796
8462	Bola	testicle	ŋji̱³⁵tʃɿ³⁵	ˀŋ j i ³⁵ + tʃ ɿ ³⁵	i m n t + i n t	ˀŋ j i ³⁵ + tʃ ɿ - ³⁵	16795 16796
10188	Lashi	testicle	ŋji̱⁵⁵tʃei⁵⁵	ˀŋ j i ⁵⁵ + tʃ ei ⁵⁵	i m n t + i n t	ˀŋ j i ⁵⁵ + tʃ ei - ⁵⁵	16795 16796
11935	Old_Burmese	testicle	wuyḥ	w u j ⁵⁵	i n c t	w - u j ⁵⁵	16797
#
865	Rangoon	that	tho²²	tʰ o ²²	i n t	tʰ o - ²²	16811
2621	Achang_Longchuan	that	the⁵⁵	tʰ e ⁵⁵	i n t	tʰ e - ⁵⁵	16811
4184	Xiandao	that	thɛ⁵⁵	th ɛ ⁵⁵	i n t	th ɛ - ⁵⁵	16811
5795	Atsi	that	xje⁵¹	x j e ⁵¹	i m n t	x j e ⁵¹	16812
7496	Maru	that	thø³¹	th ø ³¹	i n t	th ø - ³¹	16811
9178	Bola	that	xu⁵¹	x u ⁵¹	i n t	x u ⁵¹	16813
10824	Lashi	that	thə³³	th ə ³³	i n t	th ə - ³³	16811
11764	Old_Burmese	that	thuiw	th ə w ²²	i n c t	th ə w ²²	16811
#
866	Rangoon	that (over yonder)	hɔ⁵⁵ ho²²	h ɔ ⁵⁵ + h o ²²	i n t + i n t	h ɔ ⁵⁵ + h o ²²	16823 16824
2622	Achang_Longchuan	that (over yonder)	the⁵¹ the⁵⁵	tʰ e ⁵¹ + tʰ e ⁵⁵	i n t + i n t	tʰ e ⁵¹ + tʰ e ⁵⁵	16820 16829
4185	Xiandao	that (over yonder)	thɛ⁵⁵	th ɛ ⁵⁵	i n t	th ɛ ⁵⁵	16829
5796	Atsi	that (over yonder)	xau⁵¹	x a u ⁵¹	i n N t	x a u ⁵¹	16822
7497	Maru	that (over yonder)	thø⁵⁵	th ø ⁵⁵	i n t	th ø ⁵⁵	16829
10825	Lashi	that (over yonder)	xɛ³³	x ɛ ³³	i n t	x ɛ - ³³	16822
#
870	Rangoon	that (way) / (like) that	tho²² tθo⁵³	tʰ o ²² + tθ o ⁵³	i n t + i n t	tʰ o ²² + tθ o ⁵³	16829 16834
2626	Achang_Longchuan	that (way) / (like) that	the⁵⁵ miu⁵⁵	tʰ e ⁵⁵ + m i u ⁵⁵	i n t + i m n t	tʰ e ⁵⁵ + m i u ⁵⁵	16829 16830
4189	Xiandao	that (way) / (like) that	thɛ⁵⁵ su³¹	th ɛ ⁵⁵ + s u ³¹	i n t + i n t	th ɛ ⁵⁵ + s u ³¹	16829 8367
5800	Atsi	that (way) / (like) that	xje⁵¹su²¹	x j e ⁵¹ + s u ²¹	i m n t + i n t	x j e ⁵¹ + s u ²¹	16831 8367
7501	Maru	that (way) / (like) that	thø⁵⁵ʒu³¹	th ø ⁵⁵ + ʒ u ³¹	i n t + i n t	th ø ⁵⁵ + ʒ u ³¹	16829 8367
9182	Bola	that (way) / (like) that	thɔ̆i⁵⁵khja³¹	th ɔ̆i ⁵⁵ + khj a ³¹	i n t + i n t	th ɔ̆i ⁵⁵ + khj a ³¹	16829 16833
10829	Lashi	that (way) / (like) that	thə³³su⁵⁵	th ə ³³ + s u ⁵⁵	i n t + i n t	th ə ³³ + s u ⁵⁵	16829 8367
#
869	Rangoon	that side / there	tho²² bɛʔ⁴	tʰ o ²² + b ɛ ʔ ⁴	i n t + i n c t	tʰ o ²² + b ɛ ʔ ⁴	16829 16849
2625	Achang_Longchuan	that side / there	the⁵⁵ thɔʔ⁵⁵	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	i n t + i n c t	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	16829 16845
4188	Xiandao	that side / there	thɛ⁵⁵pa³¹	th ɛ ⁵⁵ + p a ³¹	i n t + i n t	th ɛ ⁵⁵ + p - a - ³¹	16829 17115
5799	Atsi	that side / there	xje⁵¹ ma⁵⁵	x j e ⁵¹ + m a ⁵⁵	i m n t + i n t	x j e ⁵¹ + m a ⁵⁵	9847 16847
7500	Maru	that side / there	thø⁵⁵ khjɔ³¹	th ø ⁵⁵ + kh j ɔ ³¹	i n t + i m n t	th ø ⁵⁵ + kh j ɔ ³¹	16829 9847
9181	Bola	that side / there	thɔ̆i⁵⁵khja⁵⁵	th ɔ̆i ⁵⁵ + khj a ⁵⁵	i n t + i n t	th ɔ̆i ⁵⁵ + khj - a ⁵⁵	16829 9847
10828	Lashi	that side / there	thə³³phjaŋ⁵⁵	th ə ³³ + ph j a ŋ ⁵⁵	i n t + i m n c t	th ə ³³ + ph j a ŋ ⁵⁵	16829 17115
#
868	Rangoon	there	tho²² ɑ⁵³nɑ⁵⁵	tʰ o ²² + /ʔ ɑ ⁵³ + /ʔ n ɑ ⁵⁵	i n t + i n t + i m n t	tʰ o ²² + /ʔ ɑ ⁵³ + /ʔ n ɑ ⁵⁵	16829 16863 16864
2624	Achang_Longchuan	there	the⁵⁵ thɔʔ⁵⁵	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	i n t + i n c t	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	16829 16860
4187	Xiandao	there	thɛ⁵⁵ thɔʔ⁵⁵	th ɛ ⁵⁵ + th ɔ ʔ ⁵⁵	i n t + i n c t	th ɛ ⁵⁵ + th ɔ ʔ ⁵⁵	16829 16865
5798	Atsi	there	xje⁵¹ ma⁵⁵	x j e ⁵¹ + m a ⁵⁵	i m n t + i n t	x j e ⁵¹ + m a - ⁵⁵	16861 16862
7499	Maru	there	thø⁵⁵ mɛ³¹	th ø ⁵⁵ + m ɛ ³¹	i n t + i n t	th ø ⁵⁵ + m ɛ - ³¹	16829 16862
9180	Bola	there	thɔ̆i⁵⁵mɛ̃⁵⁵	th ɔ̆i ⁵⁵ + m ɛ̃ ∼ ⁵⁵	i n t + i n c t	th ɔ̆i ⁵⁵ + m ɛ̃ ∼ ⁵⁵	16829 16862
10827	Lashi	there	thə³³mo³³	th ə ³³ + m o ³³	i n t + i n t	th ə ³³ + m o - ³³	16829 16862
#
1661	Rangoon	there are (people)	ɕi⁵³	ɕ i ⁵³	i n t	ɕ i ⁵³	16876
3365	Achang_Longchuan	there are (people)	ni⁵⁵	n i ⁵⁵	i n t	n - i ⁵⁵	932
4828	Xiandao	there are (people)	pɔ³¹	p ɔ ³¹	i n t	p ɔ ³¹	16877
6596	Atsi	there are (people)	ŋji⁵¹	ŋ j i ⁵¹	i m n t	ŋ j i ⁵¹	932
8227	Maru	there are (people)	na³¹	n a ³¹	i n t	n - a ³¹	932
9955	Bola	there are (people)	ŋji⁵⁵	ŋ j i ⁵⁵	i m n t	ŋ j i ⁵⁵	932
11500	Lashi	there are (people)	ŋjeːi³¹	ŋ j eːi ³¹	i m n t	ŋ j eːi ³¹	932
#
1662	Rangoon	there are (trees on the mountain)	ɕi⁵³	ɕ i ⁵³	i n t	ɕ i ⁵³	16885
3366	Achang_Longchuan	there are (trees on the mountain)	pɔ⁵⁵	p ɔ ⁵⁵	i n t	p ɔ ⁵⁵	16891
4829	Xiandao	there are (trees on the mountain)	pɔ³¹	p ɔ ³¹	i n t	p ɔ ³¹	16891
6597	Atsi	there are (trees on the mountain)	tʃoʔ²¹	tʃ o ʔ ²¹	i n c t	tʃ o ʔ ²¹	16884
8228	Maru	there are (trees on the mountain)	tʃɔʔ³¹	tʃ ɔ ʔ ³¹	i n c t	tʃ ɔ ʔ ³¹	16884
9956	Bola	there are (trees on the mountain)	tʃaʔ³¹	tʃ a ʔ ³¹	i n c t	tʃ a ʔ ³¹	16884
11501	Lashi	there are (trees on the mountain)	tʃɔː³¹	tʃ ɔː ³¹	i n t	tʃ ɔː - ³¹	16884
#
1664	Rangoon	there is (water in the bowl)	ɕi⁵³	ɕ i ⁵³	i n t	ɕ i ⁵³	16892
3368	Achang_Longchuan	there is (water in the bowl)	pɔ⁵⁵	p ɔ ⁵⁵	i n t	p ɔ ⁵⁵	16891
4830	Xiandao	there is (water in the bowl)	pɔ³¹	p ɔ ³¹	i n t	p ɔ ³¹	16891
6599	Atsi	there is (water in the bowl)	po⁵¹	p o ⁵¹	i n t	p o ⁵¹	16891
8230	Maru	there is (water in the bowl)	pɔ³¹	p ɔ ³¹	i n t	p ɔ ³¹	16891
9958	Bola	there is (water in the bowl)	pa⁵⁵	p a ⁵⁵	i n t	p a ⁵⁵	16891
11502	Lashi	there is (water in the bowl)	pɔː³¹	p ɔː ³¹	i n t	p ɔː ³¹	16891
#
861	Rangoon	these	i²² tθi²²to⁵³	/ʔ i ²² + tθ i ²² + t o ⁵³	i n t + i n t + i n t	/ʔ i ²² + tθ i ²² + t o ⁵³	16903 16902 16904
2617	Achang_Longchuan	these	xai⁵⁵ ȵeʔ³¹	x ai ⁵⁵ + ȵ e ʔ ³¹	i n t + i n c t	x - ai ⁵⁵ + ȵ e ʔ ³¹	17352 8382
4180	Xiandao	these	xai⁵⁵n̥ɛ³¹	x ai ⁵⁵ + n̥ ɛ ³¹	i n t + i n t	x - ai ⁵⁵ + n̥ ɛ - ³¹	17352 8382
5791	Atsi	these	xji⁵¹ pe̱⁵⁵	x j i ⁵¹ + ˀp e ⁵⁵	i m n t + i n t	x j i ⁵¹ + ˀp e ⁵⁵	17352 16901
7492	Maru	these	tʃhɛ̆³¹ pɛ̱⁵⁵	tʃh ɛ̆ ³¹ + ˀp ɛ ⁵⁵	i n t + i n t	tʃh ɛ̆ ³¹ + ˀp ɛ ⁵⁵	16902 16901
9174	Bola	these	tʃhə̆⁵⁵pɛ̱³¹	tʃh ə̆ ⁵⁵ + ˀp ɛ ³¹	i n t + i n t	tʃh ə̆ ⁵⁵ + ˀp ɛ ³¹	16902 16901
10820	Lashi	these	xjɛ³³pə̆⁵⁵	x j ɛ ³³ + p ə̆ ⁵⁵	i m n t + i n t	x j ɛ ³³ + p ə̆ ⁵⁵	17352 16901
#
854	Rangoon	they	tθu²² to⁵³	tθ u ²² + t o ⁵³	i n t + i n t	tθ u ²² + t o - ⁵³	16920 16916
2610	Achang_Longchuan	they	ȵ̥aŋ³¹tuʔ³¹	ȵ̥ a ŋ ³¹ + t u ʔ ³¹	i n c t + i n c t	ȵ̥ a ŋ ³¹ + t u ʔ ³¹	16915 16916
4175	Xiandao	they	ŋ̊aŋ³¹ tu³⁵	ŋ̊ a ŋ ³¹ + t u ³⁵	i n c t + i n t	ŋ̊ a ŋ ³¹ + t u - ³⁵	16915 16916
5784	Atsi	they	ja̱ŋ⁵⁵ moʔ⁵⁵	ˀ/ʔ j a ŋ ⁵⁵ + m o ʔ ⁵⁵	i m n c t + i n c t	ˀ/ʔ j a ŋ ⁵⁵ + m o ʔ ⁵⁵	16930 18603
7486	Maru	they	jɔ̃³⁵ na̱uŋ⁵⁵	/ʔ j ɔ̃ ∼ ³⁵ + ˀn au ŋ ⁵⁵	i m n c t + i n c t	/ʔ j ɔ̃ ∼ ³⁵ + ˀn au ŋ ⁵⁵	16930 16915
9167	Bola	they	jɔ̃³¹maʔ³¹	/ʔ j ɔ̃ ∼ ³¹ + m a ʔ ³¹	i m n c t + i n c t	/ʔ j ɔ̃ ∼ ³¹ + m a ʔ ³¹	16930 18603
10813	Lashi	they	ŋja³³nuŋ³³	ŋ j a ³³ + n u ŋ ³³	i m n t + i n c t	ŋ j a ³³ + n u ŋ ³³	16919 16915
#
853	Rangoon	they two	tθu²² to⁵³ hniʔ⁴ jɑuʔ⁴	tθ u ²² + t o ⁵³ + n̥ i ʔ ⁴ + /ʔ j ɑ u ʔ ⁴	i n t + i n t + i n c t + i m n N c t	tθ u ²² + t o ⁵³ + n̥ i ʔ ⁴ + /ʔ j ɑ u ʔ ⁴	16933 16934 16931 16935
2609	Achang_Longchuan	they two	ȵ̥aŋ³¹ n̥ək⁵⁵	ȵ̥ a ŋ ³¹ + n̥ ə k ⁵⁵	i n c t + i n c t	ȵ̥ - a ŋ ³¹ + n̥ ə k ⁵⁵	16930 16931
4174	Xiandao	they two	ɲ̊aŋ³¹ n̥ɣk³⁵	ɲ̊ a ŋ ³¹ + n̥ ɣk ³⁵	i n c t + i c t	ɲ̊ - a ŋ ³¹ + n̥ ɣk ³⁵	16930 16936
5783	Atsi	they two	ja̱ŋ⁵⁵ ni̱k⁵⁵	ˀ/ʔ j a ŋ ⁵⁵ + ˀn i k ⁵⁵	i m n c t + i n c t	ˀ/ʔ j a ŋ ⁵⁵ + ˀn i k ⁵⁵	16930 16931
7485	Maru	they two	jɔ̃³⁵na̱k⁵⁵	/ʔ j ɔ̃ ∼ ³⁵ + ˀn a k ⁵⁵	i m n c t + i n c t	/ʔ j ɔ̃ ∼ ³⁵ + ˀn a k ⁵⁵	16930 16931
9166	Bola	they two	jɔ̃³¹tɔ̱̃⁵⁵	/ʔ j ɔ̃ ∼ ³¹ + ˀt ɔ̃ ∼ ⁵⁵	i m n c t + i n c t	/ʔ j ɔ̃ ∼ ³¹ + ˀt ɔ̃ ∼ ⁵⁵	16930 1957
10812	Lashi	they two	ŋjaŋ³³ta̱ŋ³³	ŋ j a ŋ ³³ + ˀt a ŋ ³³	i m n c t + i n c t	ŋ j a ŋ ³³ + ˀt a ŋ ³³	16930 1957
#
896	Rangoon	thick	thu²²	tʰ u ²²	i n t	tʰ u ²²	16948
2651	Achang_Longchuan	thick	kan³¹	k a n ³¹	i n c t	k a n ³¹	16947
4210	Xiandao	thick	kan³⁵	k a n ³⁵	i n c t	k a n ³⁵	16947
5826	Atsi	thick	thu⁵¹	tʰ u ⁵¹	i n t	tʰ u ⁵¹	16948
7527	Maru	thick	thau³¹	th au ³¹	i n t	th au ³¹	16948
9207	Bola	thick	thu⁵⁵	th u ⁵⁵	i n t	th u ⁵⁵	16948
10854	Lashi	thick	thuː³³	th uː ³³	i n t	th uː ³³	16948
11765	Old_Burmese	thick	thu	th u ²²	i n t	th u ²²	16948
#
942	Rangoon	thick (porridge)	pjiʔ⁴	p j i ʔ ⁴	i m n c t	p j i ʔ ⁴	14611
2699	Achang_Longchuan	thick (porridge)	n̥ə³¹	n̥ ə ³¹	i n t	n̥ ə ³¹	16956
4253	Xiandao	thick (porridge)	kɤt³⁵	k ɤ t ³⁵	i n c t	k ɤ t ³⁵	16959
5874	Atsi	thick (porridge)	peʔ²¹peʔ²¹	p e ʔ ²¹ + p e ʔ ²¹	i n c t + i n c t	p - e ʔ ²¹ + p e ʔ ²¹	14611 16958
9254	Bola	thick (porridge)	pɛ̱ʔ⁵⁵	ˀp ɛ ʔ ⁵⁵	i n c t	ˀp - ɛ ʔ ⁵⁵	14611
#
192	Rangoon	thief	tθu²²kho⁵⁵	tθ u ²² + kʰ o ⁵⁵	i n t + i n t	tθ u ²² + kʰ o - - ⁵⁵	9222 15149
2008	Achang_Longchuan	thief	tʂo⁵⁵xau³¹	tʂ o ⁵⁵ + x au ³¹	i n t + i n t	tʂ o ⁵⁵ + x au - - ³¹	9222 15149
3660	Xiandao	thief	ʂaŋ³¹tau³⁵	ʂ a ŋ ³¹ + t au ³⁵	i n c t + i n t	ʂ a ŋ ³¹ + t au ³⁵	16968 16969
5125	Atsi	thief	khau²¹su⁵¹	kʰ a u ²¹ + s u ⁵¹	i n N t + i n t	kʰ a u - ²¹ + s u ⁵¹	15149 16965
