# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE
4980	Atsi	stone	43	luʔ²¹kok²¹	l u ʔ ²¹ + k o k ²¹	i n c t + i n c t
6766	Maru	stone	43	lauk³¹tsaŋ³¹	l au k ³¹ + ts a ŋ ³¹	i n c t + i n c t
8392	Bola	stone	43	lauʔ³¹taŋ³¹	l au ʔ ³¹ + t a ŋ ³¹	i n c t + i n c t
10127	Lashi	stone	43	luk³¹tsəŋ³¹	l u k ³¹ + ts ə ŋ ³¹	i n c t + i n c t
12080	Old_Burmese	stone	43	kyo₂k	k j ʊ k ⁴	i m n c t
#
492	Rangoon	stool / bench	490	thɑ̃i²²khõ²²	tʰ ɑ̃ i ∼ ²² + kʰ õ ∼ ²²	i n N c t + i n c t
2280	Achang_Longchuan	stool / bench	490	taŋ³¹kuak⁵⁵	t a ŋ ³¹ + k ua k ⁵⁵	i n c t + i n c t
3903	Xiandao	stool / bench	490	thɔŋ⁵⁵fu³¹	th ɔ ŋ ⁵⁵ + f u ³¹	i n c t + i n t
5423	Atsi	stool / bench	490	ta̱ŋ⁵⁵ khuʔ⁵⁵	ˀt a ŋ ⁵⁵ + kʰ u ʔ ⁵⁵	i n c t + i n c t
7164	Maru	stool / bench	490	tɔ̱̃⁵⁵khau⁵⁵	ˀt ɔ̃ ∼ ⁵⁵ + kh au ⁵⁵	i n c t + i n t
8812	Bola	stool / bench	490	tɔ̃³⁵khu³¹	t ɔ̃ ∼ ³⁵ + kh u ³¹	i n c t + i n t
#
1579	Rangoon	stop / cease	1565	jɑʔ⁴	/ʔ j ɑ ʔ ⁴	i m n c t
3291	Achang_Longchuan	stop / cease	1565	nɔ³¹	n ɔ ³¹	i n t
6514	Atsi	stop / cease	1565	khjiŋ²¹	kʰ j i ŋ ²¹	i m n c t
8150	Maru	stop / cease	1565	tɔ̱³⁵	ˀt ɔ ³⁵	i n t
9876	Bola	stop / cease	1565	a³¹tui⁵⁵	/ʔ a ³¹ + t ui ⁵⁵	i n t + i n t
11435	Lashi	stop / cease	1565	thəːŋ⁵³	th əː ŋ ⁵³	i n c t
#
613	Rangoon	story	611	põ²²pjĩ²²	p õ ∼ ²² + p j ĩ ∼ ²²	i n c t + i m n c t
2393	Achang_Longchuan	story	611	a³¹pum³⁵	/ʔ a ³¹ + p u m ³⁵	i n t + i n c t
3984	Xiandao	story	611	a³¹pum³⁵	/ʔ a ³¹ + p u m ³⁵	i n t + i n c t
5540	Atsi	story	611	mo̱⁵¹mji²¹	ˀm o ⁵¹ + m j i ²¹	i n t + i m n t
7268	Maru	story	611	mə̆³¹mjik⁵⁵	m ə̆ ³¹ + m j i k ⁵⁵	i n t + i m n c t
8929	Bola	story	611	mə̆³¹məi³¹	m ə̆ ³¹ + m əi ³¹	i n t + i n t
10605	Lashi	story	611	mo̱³³mjei³³	ˀm o ³³ + m j ei ³³	i n t + i m n t
#
815	Rangoon	story (of building)	812	thɑʔ⁴	tʰ ɑ ʔ ⁴	i n c t
2569	Achang_Longchuan	story (of building)	812	tshən⁵¹	tsʰ ə n ⁵¹	i n c t
4137	Xiandao	story (of building)	812	xan³¹	x a n ³¹	i n c t
5741	Atsi	story (of building)	812	tsa̱ŋ⁵⁵	ˀts a ŋ ⁵⁵	i n c t
7445	Maru	story (of building)	812	tsɔ̱̃⁵⁵	ˀts ɔ̃ ∼ ⁵⁵	i n c t
9125	Bola	story (of building)	812	thai³¹	th ai ³¹	i n t
10773	Lashi	story (of building)	812	tsa̱ŋ⁵³	ˀts a ŋ ⁵³	i n c t
#
511	Rangoon	stove (cooking) / range (kitchen)	509	mi⁵⁵pho²²	m i ⁵⁵ + pʰ o ²²	i n t + i n t
2297	Achang_Longchuan	stove (cooking) / range (kitchen)	509	xɔ³¹tsau³⁵	x ɔ ³¹ + ts au ³⁵	i n t + i n t
3913	Xiandao	stove (cooking) / range (kitchen)	509	tau⁵⁵	t au ⁵⁵	i n t
5441	Atsi	stove (cooking) / range (kitchen)	509	tsau⁵⁵	ts a u ⁵⁵	i n N t
7177	Maru	stove (cooking) / range (kitchen)	509	tsau³⁵	ts au ³⁵	i n t
8829	Bola	stove (cooking) / range (kitchen)	509	tsau³⁵	ts au ³⁵	i n t
10523	Lashi	stove (cooking) / range (kitchen)	509	tso̱u³³	ˀts ou ³³	i n t
#
2672	Achang_Longchuan	straight	1832	tan³¹	t a n ³¹	i n c t
4228	Xiandao	straight	1832	ʂa³¹	ʂ a ³¹	i n t
5847	Atsi	straight	1832	ŋjaŋ⁵¹	ŋ j a ŋ ⁵¹	i m n c t
7546	Maru	straight	1832	ŋiɔ̃⁵⁵	ŋ i ɔ̃ ∼ ⁵⁵	i m n c t
9227	Bola	straight	1832	tɛ̃³⁵	t ɛ̃ ∼ ³⁵	i n c t
10873	Lashi	straight	1832	taːn³³	t aː n ³³	i n c t
11759	Old_Burmese	straight	1832	phro₂ṅʔ	ph r ʊ ŋ ⁵³	i m n c t
#
1815	Rangoon	straight (horizontal) (note:+horizontal)	1798	phjɑ̃u⁵³	pʰ j ɑ̃ u ∼ ⁵³	i m n N c t
#
1831	Rangoon	straight (vertical) (note:+vertical)	1813	mɑʔ⁴	/ʔ m ɑ ʔ ⁴	i m n c t
#
385	Rangoon	straw (rice)	383	kɑuʔ⁴jo⁵⁵	k ɑ u ʔ ⁴ + /ʔ j o ⁵⁵	i n N c t + i m n t
2183	Achang_Longchuan	straw (rice)	383	ku³¹ʐau³¹	k u ³¹ + ʐ au ³¹	i n t + i n t
3827	Xiandao	straw (rice)	383	kuʔ⁵⁵ʐau³¹	k u ʔ ⁵⁵ + ʐ au ³¹	i n c t + i n t
5317	Atsi	straw (rice)	383	khĕ⁵⁵va̱⁵⁵	kʰ ĕ ⁵⁵ + ˀv a ⁵⁵	i n t + i n t
7069	Maru	straw (rice)	383	tau³¹tshau³¹	t au ³¹ + tsh au ³¹	i n t + i n t
8708	Bola	straw (rice)	383	tau³⁵tshau⁵¹	t au ³⁵ + tsh au ⁵¹	i n t + i n t
10418	Lashi	straw (rice)	383	khŭ⁵⁵xo³³	kh ŭ ⁵⁵ + x o ³³	i n t + i n t
#
389	Rangoon	straw (wheat)	387	dʑõ²²jo⁵⁵	dʑ õ ∼ ²² + /ʔ j o ⁵⁵	i n c t + i m n t
5322	Atsi	straw (wheat)	387	suŋ⁵⁵so⁵¹	s u ŋ ⁵⁵ + s o ⁵¹	i n c t + i n t
8713	Bola	straw (wheat)	387	mɛ³¹ja⁵¹kɛ̃⁵⁵	m ɛ ³¹ + /ʔ j a ⁵¹ + k ɛ̃ ∼ ⁵⁵	i n t + i m n t + i n c t
#
64	Rangoon	street	64	lɑ̃⁵⁵	l ɑ̃ ∼ ⁵⁵	i n c t
1889	Achang_Longchuan	street	64	sɔʔ⁵⁵	s ɔ ʔ ⁵⁵	i n c t
3549	Xiandao	street	64	tan³¹kɯ³¹	t a n ³¹ + k ɯ ³¹	i n c t + i n t
5000	Atsi	street	64	kai²¹	k a i ²¹	i n N t
6784	Maru	street	64	kai³¹	k ai ³¹	i n t
8411	Bola	street	64	kai³¹	k ai ³¹	i n t
#
634	Rangoon	strength (physical)	632	ɑ⁵⁵	/ʔ ɑ ⁵⁵	i n t
2413	Achang_Longchuan	strength (physical)	632	a³¹xʐaŋ⁵⁵	/ʔ a ³¹ + x ʐ a ŋ ⁵⁵	i n t + i m n c t
3995	Xiandao	strength (physical)	632	a³¹xʐaŋ⁵⁵	/ʔ a ³¹ + xʐ a ŋ ⁵⁵	i n t + i n c t
5562	Atsi	strength (physical)	632	vum²¹	v u m ²¹	i n c t
7283	Maru	strength (physical)	632	ɣam³⁵	ɣ a m ³⁵	i n c t
8947	Bola	strength (physical)	632	ɣam³¹	ɣ a m ³¹	i n c t
10620	Lashi	strength (physical)	632	jɔm³³	/ʔ j ɔ m ³³	i m n c t
#
1511	Rangoon	stretch out (the arm)	1500	kɑ̃⁵⁵	k ɑ̃ ∼ ⁵⁵	i n c t
3223	Achang_Longchuan	stretch out (the arm)	1500	kə³¹	k ə ³¹	i n t
4698	Xiandao	stretch out (the arm)	1500	tʂhaŋ³¹	tʂh a ŋ ³¹	i n c t
6444	Atsi	stretch out (the arm)	1500	la̱m²¹	ˀl a m ²¹	i n c t
8081	Maru	stretch out (the arm)	1500	lɛ̱̃³⁵	ˀl ɛ̃ ∼ ³⁵	i n c t
9806	Bola	stretch out (the arm)	1500	lɛ̱̃³⁵	ˀl ɛ̃ ∼ ³⁵	i n c t
11373	Lashi	stretch out (the arm)	1500	laːm⁵⁵	l aː m ⁵⁵	i n c t
#
1439	Rangoon	strike (the table)	1428	poʔ⁴	p o ʔ ⁴	i n c t
3152	Achang_Longchuan	strike (the table)	1428	pat⁵⁵	p a t ⁵⁵	i n c t
4634	Xiandao	strike (the table)	1428	pat⁵⁵	p a t ⁵⁵	i n c t
6371	Atsi	strike (the table)	1428	pat²¹	p a t ²¹	i n c t
8010	Maru	strike (the table)	1428	pɛʔ³¹	p ɛ ʔ ³¹	i n c t
9734	Bola	strike (the table)	1428	pɛʔ³¹	p ɛ ʔ ³¹	i n c t
11308	Lashi	strike (the table)	1428	paːt³¹	p aː t ³¹	i n c t
#
813	Rangoon	string (of beads)	810	kõ⁵⁵	k õ ∼ ⁵⁵	i n c t
2567	Achang_Longchuan	string (of beads)	810	ʂoi⁵⁵	ʂ oi ⁵⁵	i n t
4135	Xiandao	string (of beads)	810	xʐoi⁵⁵	xʐ oi ⁵⁵	i n t
5739	Atsi	string (of beads)	810	ʒoi⁵¹	ʒ o i ⁵¹	i n N t
7443	Maru	string (of beads)	810	tʃɔ̃³¹	tʃ ɔ̃ ∼ ³¹	i n c t
9123	Bola	string (of beads)	810	pjau³⁵	p j au ³⁵	i m n t
10771	Lashi	string (of beads)	810	tʃaŋ³¹	tʃ a ŋ ³¹	i n c t
#
565	Rangoon	string (oxhide)	563	tθɑ⁵⁵je²²tɕo⁵⁵	tθ ɑ ⁵⁵ + /ʔ j e ²² + tɕ o ⁵⁵	i n t + i m n t + i n t
7229	Maru	string (oxhide)	563	nŭŋ³⁵ka̱uk⁵⁵tɔ̱i³⁵	n ŭ ŋ ³⁵ + ˀk au k ⁵⁵ + ˀt ɔi ³⁵	i n c t + i n c t + i n t
8883	Bola	string (oxhide)	563	nɔ̆³¹ʃă³⁵ka̱uʔ⁵⁵tu̱i³⁵	n ɔ̆ ³¹ + ʃ ă ³⁵ + ˀk au ʔ ⁵⁵ + ˀt ui ³⁵	i n t + i n t + i n c t + i n t
#
1819	Rangoon	strip off sticky things (note:pare (peel +fruit))	1802	khwɑ⁵⁵	kʰ w ɑ ⁵⁵	i m n t
#
1424	Rangoon	stroke / touch	1413	sɑ̃⁵⁵	s ɑ̃ ∼ ⁵⁵	i n c t
3137	Achang_Longchuan	stroke / touch	1413	sut⁵⁵	s u t ⁵⁵	i n c t
4620	Xiandao	stroke / touch	1413	o³¹	/ʔ o ³¹	i n t
6356	Atsi	stroke / touch	1413	sop⁵⁵	s o p ⁵⁵	i n c t
7995	Maru	stroke / touch	1413	sø̱⁵⁵	ˀs ø ⁵⁵	i n t
9719	Bola	stroke / touch	1413	søʔ⁵⁵	s ø ʔ ⁵⁵	i n c t
11293	Lashi	stroke / touch	1413	su̱ːp⁵⁵	ˀs uː p ⁵⁵	i n c t
#
1007	Rangoon	stupid	1003	ɑ⁵³	/ʔ ɑ ⁵³	i n t
2763	Achang_Longchuan	stupid	1003	puaŋ³¹	p ua ŋ ³¹	i n c t
4315	Xiandao	stupid	1003	pɔŋ³¹	p ɔ ŋ ³¹	i n c t
5940	Atsi	stupid	1003	ko⁵¹	k o ⁵¹	i n t
7632	Maru	stupid	1003	kɔ³¹	k ɔ ³¹	i n t
9319	Bola	stupid	1003	ka⁵⁵	k a ⁵⁵	i n t
10953	Lashi	stupid	1003	naː³³	n aː ³³	i n t
#
208	Rangoon	stutterer	208	shũ⁵³ɑ⁵³tθu²²	sʰ ũ ∼ ⁵³ + /ʔ ɑ ⁵³ + tθ u ²²	i n c t + i n t + i n t
2022	Achang_Longchuan	stutterer	208	ɕɔ⁵⁵tui³¹	ɕ ɔ ⁵⁵ + t ui ³¹	i n t + i n t
5141	Atsi	stutterer	208	o⁵¹tu̱i²¹	/ʔ o ⁵¹ + ˀt u i ²¹	i n t + i n N t
6908	Maru	stutterer	208	ɔ³¹tɔ̱i³⁵lɔ̱̃³⁵	/ʔ ɔ ³¹ + ˀt ɔi ³⁵ + ˀl ɔ̃ ∼ ³⁵	i n t + i n t + i n c t
8545	Bola	stutterer	208	a⁵⁵tu̱i³¹	/ʔ a ⁵⁵ + ˀt ui ³¹	i n t + i n t
10263	Lashi	stutterer	208	wo̱⁵⁵tə̱⁵⁵	ˀ/ʔ w o ⁵⁵ + ˀt ə ⁵⁵	i m n t + i n t
#
1628	Rangoon	subside (of swelling)	1613	pjɑuʔ⁴	p j ɑ u ʔ ⁴	i m n N c t
3334	Achang_Longchuan	subside (of swelling)	1613	jɔm⁵⁵	/ʔ j ɔ m ⁵⁵	i m n c t
4799	Xiandao	subside (of swelling)	1613	ɲop³¹	ɲ o p ³¹	i n c t
6563	Atsi	subside (of swelling)	1613	jom⁵¹	/ʔ j o m ⁵¹	i m n c t
8195	Maru	subside (of swelling)	1613	jum³¹	/ʔ j u m ³¹	i m n c t
9923	Bola	subside (of swelling)	1613	jø̃⁵⁵	/ʔ j ø̃ ∼ ⁵⁵	i m n c t
11473	Lashi	subside (of swelling)	1613	juːm³¹	/ʔ j uː m ³¹	i m n c t
#
1545	Rangoon	suck	1532	so⁵³	s o ⁵³	i n t
3256	Achang_Longchuan	suck	1532	tʂɔp⁵⁵	tʂ ɔ p ⁵⁵	i n c t
4727	Xiandao	suck	1532	ʂuʔ⁵⁵	ʂ u ʔ ⁵⁵	i n c t
6479	Atsi	suck	1532	tʃu̱p⁵⁵	ˀtʃ u p ⁵⁵	i n c t
8115	Maru	suck	1532	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	i n c t
9841	Bola	suck	1532	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	i n c t
11888	Old_Burmese	suck	1532	cuiwʔ	tɕ ə w ⁵³	i n c t
#
422	Rangoon	sugar	420	tθɑ⁵³tɕɑ⁵⁵	tθ ɑ ⁵³ + tɕ ɑ ⁵⁵	i n t + i n t
2214	Achang_Longchuan	sugar	420	năm³¹muai³¹tɕhɔ³¹	n ă m ³¹ + m uai ³¹ + tɕʰ ɔ ³¹	i n c t + i n t + i n t
3854	Xiandao	sugar	420	nă³¹mɔi³¹	n ă ³¹ + m ɔi ³¹	i n t + i n t
5354	Atsi	sugar	420	tʃum²¹tʃhui²¹	tʃ u m ²¹ + tʃʰ u i ²¹	i n c t + i m n t
7102	Maru	sugar	420	ʃa³⁵thaŋ³¹	ʃ a ³⁵ + th a ŋ ³¹	i n t + i n c t
8745	Bola	sugar	420	ʃa³⁵thaŋ³¹	ʃ a ³⁵ + th a ŋ ³¹	i n t + i n c t
10448	Lashi	sugar	420	tʃhə̆⁵⁵tʃhou³³	tʃh ə̆ ⁵⁵ + tʃh ou ³³	i n t + i n t
#
376	Rangoon	sugarcane	374	tɕɑ̃²²	tɕ ɑ̃ ∼ ²²	i n c t
2175	Achang_Longchuan	sugarcane	374	phă⁵⁵liŋ⁵⁵	pʰ ă ⁵⁵ + l i ŋ ⁵⁵	i n t + i n c t
3819	Xiandao	sugarcane	374	phaŋ³¹xɯŋ³¹	ph a ŋ ³¹ + x ɯ ŋ ³¹	i n c t + i n c t
5308	Atsi	sugarcane	374	phuŋ²¹tʃhui⁵¹	pʰ u ŋ ²¹ + tʃʰ u i ⁵¹	i n c t + i m n t
7060	Maru	sugarcane	374	phauŋ³⁵tʃhuk³¹	ph au ŋ ³⁵ + tʃh u k ³¹	i n c t + i n c t
8699	Bola	sugarcane	374	phauŋ³⁵tʃhu⁵⁵	ph au ŋ ³⁵ + tʃh u ⁵⁵	i n c t + i n t
10409	Lashi	sugarcane	374	phəŋ⁵⁵tʃhou³¹	ph ə ŋ ⁵⁵ + tʃh ou ³¹	i n c t + i n t
#
1013	Rangoon	suitable	1009	tθĩ⁵³	tθ ĩ ∼ ⁵³	i n c t
1274	Rangoon	suitable	1009	tθĩ⁵³ljɔ²²	tθ ĩ ∼ ⁵³ + l j ɔ ²²	i n c t + i m n t
2768	Achang_Longchuan	suitable	1009	xɔʔ³¹	x ɔ ʔ ³¹	i n c t
3008	Achang_Longchuan	suitable	1009	xɔʔ³¹	x ɔ ʔ ³¹	i n c t
4514	Xiandao	suitable	1009	tut⁵⁵	t u t ⁵⁵	i n c t
5946	Atsi	suitable	1009	ʒa⁵⁵	ʒ a ⁵⁵	i n t
6208	Atsi	suitable	1009	ʒa⁵⁵	ʒ a ⁵⁵	i n t
7634	Maru	suitable	1009	xɔ³¹	x ɔ ³¹	i n t
7864	Maru	suitable	1009	xɔ³¹	x ɔ ³¹	i n t
9324	Bola	suitable	1009	xɔ³¹	x ɔ ³¹	i n t
9574	Bola	suitable	1009	tʃɔ³¹	tʃ ɔ ³¹	i n t
10957	Lashi	suitable	1009	kɛː⁵⁵	k ɛː ⁵⁵	i n t
11168	Lashi	suitable	1009	kɛː³³	k ɛː ³³	i n t
#
59	Rangoon	sulphur	59	kɑ̃⁵³	k ɑ̃ ∼ ⁵³	i n c t
3545	Xiandao	sulphur	59	kan⁵⁵	k a n ⁵⁵	i n c t
4996	Atsi	sulphur	59	kan⁵¹	k a n ⁵¹	i n c t
6780	Maru	sulphur	59	ka̱n⁵⁵	ˀk a n ⁵⁵	i n c t
8407	Bola	sulphur	59	ka̱n⁵⁵	ˀk a n ⁵⁵	i n c t
10138	Lashi	sulphur	59	ka̱n⁵⁵	ˀk a n ⁵⁵	i n c t
#
746	Rangoon	summer	743	nwe²²	n w e ²²	i m n t
2504	Achang_Longchuan	summer	743	tsan⁵⁵	ts a n ⁵⁵	i n c t
4075	Xiandao	summer	743	pu⁵⁵mɤ⁵⁵	p u ⁵⁵ + m ɤ ⁵⁵	i n t + i n t
5675	Atsi	summer	743	tsan⁵¹nam⁵⁵	ts a n ⁵¹ + n a m ⁵⁵	i n c t + i n c t
7377	Maru	summer	743	tsəŋ³¹	ts ə ŋ ³¹	i n c t
9056	Bola	summer	743	kauʔ³¹tu̱i⁵⁵jaʔ³¹	k au ʔ ³¹ + ˀt ui ⁵⁵ + /ʔ j a ʔ ³¹	i n c t + i n t + i m n c t
10709	Lashi	summer	743	tsan³¹nam⁵⁵	ts a n ³¹ + n a m ⁵⁵	i n c t + i n c t
11905	Old_Burmese	summer	743	nuy	n u j ²²	i n c t
#
2	Rangoon	sun	2	ne²²	n e ²²	i n t
1834	Achang_Longchuan	sun	2	ni³¹mɔ³¹	n i ³¹ + m ɔ ³¹	i n t + i n t
3501	Xiandao	sun	2	n³¹mɔ³¹	n ³¹ + m ɔ ³¹	i t + i n t
4940	Atsi	sun	2	pui⁵¹	p u i ⁵¹	i m n t
6730	Maru	sun	2	pa³¹	p a ³¹	i n t
8354	Bola	sun	2	pui⁵⁵	p ui ⁵⁵	i n t
10095	Lashi	sun	2	pei³¹	p ei ³¹	i n t
11760	Old_Burmese	sun	2	niy	n ə j ²²	i n c t
#
1503	Rangoon	sunbathe	1492	ne²²shɑ²²ɬõ²²	n e ²² + sʰ ɑ ²² + ɬ õ ∼ ²²	i n t + i n t + i n c t
3215	Achang_Longchuan	sunbathe	1492	tɔŋ³⁵	t ɔ ŋ ³⁵	i n c t
4690	Xiandao	sunbathe	1492	l̥ap⁵⁵	l̥ a p ⁵⁵	i n c t
6436	Atsi	sunbathe	1492	la̱p⁵⁵	ˀl a p ⁵⁵	i n c t
8073	Maru	sunbathe	1492	lɛ̱ʔ⁵⁵	ˀl ɛ ʔ ⁵⁵	i n c t
9798	Bola	sunbathe	1492	kɔ̃⁵⁵	k ɔ̃ ∼ ⁵⁵	i n c t
11366	Lashi	sunbathe	1492	la̱ːp⁵⁵	ˀl aː p ⁵⁵	i n c t
#
887	Rangoon	sunken / dented	884	pẽ⁵³	p ẽ ∼ ⁵³	i n c t
2642	Achang_Longchuan	sunken / dented	884	ɔp⁵⁵	/ʔ ɔ p ⁵⁵	i n c t
5817	Atsi	sunken / dented	884	khjop⁵⁵	kʰ j o p ⁵⁵	i m n c t
7518	Maru	sunken / dented	884	khøʔ⁵⁵	kh ø ʔ ⁵⁵	i n c t
9198	Bola	sunken / dented	884	khauŋ³⁵	kh au ŋ ³⁵	i n c t
10846	Lashi	sunken / dented	884	khuːŋ⁵⁵	kh uː ŋ ⁵⁵	i n c t
#
1300	Rangoon	support / raise	1291	tɕwe⁵⁵mwe⁵⁵	tɕ w e ⁵⁵ + m w e ⁵⁵	i m n t + i m n t
3026	Achang_Longchuan	support / raise	1291	liŋ³¹tut⁵⁵	l i ŋ ³¹ + t u t ⁵⁵	i n c t + i n c t
6234	Atsi	support / raise	1291	lo̱ʔ⁵⁵tui⁵¹	ˀl o ʔ ⁵⁵ + t u i ⁵¹	i n c t + i m n t
7887	Maru	support / raise	1291	lɔ̱ʔ⁵⁵tɔi³¹	ˀl ɔ ʔ ⁵⁵ + t ɔi ³¹	i n c t + i n t
9600	Bola	support / raise	1291	mju̱ŋ⁵⁵ŋji⁵⁵	ˀm j u ŋ ⁵⁵ + ŋ j i ⁵⁵	i m n c t + i m n t
11187	Lashi	support / raise	1291	khuː³³təː³¹	kh uː ³³ + t əː ³¹	i n t + i n t
#
1082	Rangoon	support s.b. with one's hand	1078	phe⁵⁵mɑ⁵³	pʰ e ⁵⁵ + m ɑ ⁵³	i n t + i n t
2831	Achang_Longchuan	support s.b. with one's hand	1078	kʐau⁵⁵	k ʐ au ⁵⁵	i m n t
4360	Xiandao	support s.b. with one's hand	1078	ʂa⁵⁵	ʂ a ⁵⁵	i n t
6017	Atsi	support s.b. with one's hand	1078	tʃun⁵⁵	tʃ u n ⁵⁵	i n c t
7691	Maru	support s.b. with one's hand	1078	tsɔi³⁵	ts ɔi ³⁵	i n t
9392	Bola	support s.b. with one's hand	1078	tui³¹ʃɛ⁵⁵	t ui ³¹ + ʃ ɛ ⁵⁵	i n t + i n t
11010	Lashi	support s.b. with one's hand	1078	tu̱ː³³	ˀt uː ³³	i n t
#
2421	Achang_Longchuan	surname / name (family)	1825	ȵau³¹	ȵ au ³¹	i n t
5573	Atsi	surname / name (family)	1825	xu⁵⁵	x u ⁵⁵	i n t
7292	Maru	surname / name (family)	1825	xu³⁵	x u ³⁵	i n t
10627	Lashi	surname / name (family)	1825	xu⁵⁵	x u ⁵⁵	i n t
#
676	Rangoon	surroundings	673	pɑʔ⁴ wũ⁵⁵tɕĩ²²	p ɑ ʔ ⁴ + /ʔ w ũ ∼ ⁵⁵ + tɕ ĩ ∼ ²²	i n c t + i m n c t + i n c t
2445	Achang_Longchuan	surroundings	673	a³¹ʑam⁵⁵	/ʔ a ³¹ + ʑ a m ⁵⁵	i n t + i n c t
4020	Xiandao	surroundings	673	ʐɔ⁵⁵mɔ⁵⁵	ʐ ɔ ⁵⁵ + m ɔ ⁵⁵	i n t + i n t
5605	Atsi	surroundings	673	li̱ŋ⁵¹khjuʔ²¹	ˀl i ŋ ⁵¹ + kʰ j u ʔ ²¹	i n c t + i m n c t
7316	Maru	surroundings	673	a³¹jɛ̃³¹	/ʔ a ³¹ + /ʔ j ɛ̃ ∼ ³¹	i n t + i m n c t
8985	Bola	surroundings	673	a³¹jɛ̃⁵⁵	/ʔ a ³¹ + /ʔ j ɛ̃ ∼ ⁵⁵	i n t + i m n c t
10652	Lashi	surroundings	673	a³³jam³¹	/ʔ a ³³ + /ʔ j a m ³¹	i n t + i m n c t
#
1446	Rangoon	sustain losses (in business)	1435	ɕõ⁵⁵	ɕ õ ∼ ⁵⁵	i n c t
3159	Achang_Longchuan	sustain losses (in business)	1435	theʔ⁵⁵	tʰ e ʔ ⁵⁵	i n c t
4639	Xiandao	sustain losses (in business)	1435	thɛ⁵¹	th ɛ ⁵¹	i n t
6378	Atsi	sustain losses (in business)	1435	a²¹ʒaŋ⁵¹sum⁵¹	/ʔ a ²¹ + ʒ a ŋ ⁵¹ + s u m ⁵¹	i n t + i n c t + i n c t
8016	Maru	sustain losses (in business)	1435	phui³¹	ph u i ³¹	i m n t
9741	Bola	sustain losses (in business)	1435	tshɛʔ⁵⁵	tsh ɛ ʔ ⁵⁵	i n c t
11313	Lashi	sustain losses (in business)	1435	the⁵³	th e ⁵³	i n t
#
317	Rangoon	swallow	315	pjɑ̃²²ɬwɑ⁵⁵	p j ɑ̃ ∼ ²² + ɬ w ɑ ⁵⁵	i m n c t + i m n t
1588	Rangoon	swallow	315	mjo²²	m j o ²²	i m n t
2121	Achang_Longchuan	swallow	315	tʂak⁵⁵len³⁵	tʂ a k ⁵⁵ + l e n ³⁵	i n c t + i n c t
3299	Achang_Longchuan	swallow	315	thun³¹	tʰ u n ³¹	i n c t
3771	Xiandao	swallow	315	tʂau³¹vɛn³⁵	tʂ au ³¹ + v ɛ n ³⁵	i n t + i n c t
4767	Xiandao	swallow	315	ɲau⁵⁵	ɲ au ⁵⁵	i n t
5251	Atsi	swallow	315	siŋ²¹kji̱²¹	s i ŋ ²¹ + ˀk j i ²¹	i n c t + i m n t
6523	Atsi	swallow	315	mji̱⁵¹	ˀm j i ⁵¹	i m n t
7009	Maru	swallow	315	tʃi̱ŋ³⁵tʃɔ̃³¹	ˀtʃ i ŋ ³⁵ + tʃ ɔ̃ ∼ ³¹	i n c t + i n c t
8158	Maru	swallow	315	mjuk³¹	m j u k ³¹	i m n c t
8645	Bola	swallow	315	tʃɔ̱n³⁵tʃɔ̃⁵¹	ˀtʃ ɔ n ³⁵ + tʃ ɔ̃ ∼ ⁵¹	i n c t + i n c t
9885	Bola	swallow	315	mjuŋ⁵⁵	m j u ŋ ⁵⁵	i m n c t
10359	Lashi	swallow	315	tʃɛ̱n⁵⁵tʃaŋ³³	ˀtʃ ɛ n ⁵⁵ + tʃ a ŋ ³³	i n c t + i n c t
11968	Old_Burmese	swallow	315	myuiw	m j ə w ²²	i m n c t
#
1207	Rangoon	swear / vow	1201	tɕɑ̃⁵⁵tɕẽ²²	tɕ ɑ̃ ∼ ⁵⁵ + tɕ ẽ ∼ ²²	i n c t + i n c t
2947	Achang_Longchuan	swear / vow	1201	tɔ⁵¹	t ɔ ⁵¹	i n t
6141	Atsi	swear / vow	1201	mau²¹to⁵⁵	m a u ²¹ + t o ⁵⁵	i n N t + i n t
9511	Bola	swear / vow	1201	tɔ̃³¹tək⁵⁵	t ɔ̃ ∼ ³¹ + t ə k ⁵⁵	i n c t + i n c t
#
152	Rangoon	sweat	152	tɕhwe⁵⁵	tɕʰ w e ⁵⁵	i m n t
1972	Achang_Longchuan	sweat	152	a³¹xə³⁵	/ʔ a ³¹ + x ə ³⁵	i n t + i n t
5086	Atsi	sweat	152	pui⁵¹pu⁵¹	p u i ⁵¹ + p u ⁵¹	i m n t + i n t
6858	Maru	sweat	152	pau³¹kjø³⁵	p au ³¹ + k j ø ³⁵	i n t + i m n t
8492	Bola	sweat	152	pau³¹kjø̱³⁵	p au ³¹ + ˀk j ø ³⁵	i n t + i m n t
10216	Lashi	sweat	152	pei³¹ky⁵⁵	p ei ³¹ + k y ⁵⁵	i n t + i n t
11917	Old_Burmese	sweat	152	khruyḥ	kh r u j ⁵⁵	i m n c t
#
1500	Rangoon	sweep	1489	ɬɛ⁵⁵	ɬ ɛ ⁵⁵	i n t
3211	Achang_Longchuan	sweep	1489	lum³¹	l u m ³¹	i n c t
4686	Xiandao	sweep	1489	lom³¹	l o m ³¹	i n c t
