ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO
72	m ai n j a n a n	*mainjanan	m ai n j a n ( a n )	mainjanan	*mainjanan	21	Proto-Germanic		C V c c v c		mean	*mainjanan
73	m ai n ə n	*mainjanan	m ai n - ə n ( - - )	mainən	meinen	21	German				mean	*mainjanan
74	m iː n	*mainjanan	m iː n - - - ( - - )	miːn	mean	21	English				mean	*mainjanan
75	m eː n ə	*mainjanan	m eː n - ə - ( - - )	meːnə	menen	21	Dutch				mean	*mainjanan
646	m i z d oː	*mizdō	m i z d ( oː )	mizdoː	*mizdō	178	Proto-Germanic		C V C C		meed	*mizdō
647	m iː t ə	*mizdō	m iː - t ( ə )	miːtə	Miete	178	German				meed	*mizdō
648	m iː d	*mizdō	m iː - d ( - )	miːd	meed	178	English				meed	*mizdō
1573	m a x t i z	*maxtiz	m a x t ( i z )	maxtiz	*maxtiz	432	Proto-Germanic		C V C C		might	*maxtiz
1574	m a x t	*maxtiz	m a x t ( - - )	maxt	Macht	432	German				might	*maxtiz
1575	m aɪ t	*maxtiz	m aɪ - t ( - - )	maɪt	might	432	English				might	*maxtiz
1576	m ɑ x t	*maxtiz	m ɑ x t ( - - )	mɑxt	macht	432	Dutch				might	*maxtiz
665	m e l u k z	*melukz	m e l u k ( z )	melukz	*melukz	183	Proto-Germanic		C V c v c		milk	*melukz
666	m ɪ l x	*melukz	m ɪ l - x ( - )	mɪlx	Milch	183	German				milk	*melukz
667	m ɪ l k	*melukz	m ɪ l - k ( - )	mɪlk	milk	183	English				milk	*melukz
668	m ɛ l k	*melukz	m ɛ l - k ( - )	mɛlk	melk	183	Dutch				milk	*melukz
757	m eː n oː θ z	*mēnōθz	m eː n oː θ ( z )	meːnoːθz	*mēnōθz	208	Proto-Germanic		C V c v c		month	*mēnōθz
758	m oː n aː t	*mēnōθz	m oː n a t ( - )	moːnaːt	Monat	208	German	IRR			month	*mēnōθz
759	m ʌ n θ	*mēnōθz	m ʌ n - θ ( - )	mʌnθ	month	208	English				month	*mēnōθz
760	m aː n t	*mēnōθz	m aː n - t ( - )	maːnt	maand	208	Dutch				month	*mēnōθz
716	m oː d a z	*mōdaz	m oː d ( a z )	moːdaz	*mōdaz	197	Proto-Germanic		C V C		mood	*mōdaz
717	m uː t	*mōdaz	m uː t ( - - )	muːt	Mut	197	German				mood	*mōdaz
718	m uː d	*mōdaz	m uː d ( - - )	muːd	mood	197	English				mood	*mōdaz
719	m uː t	*mōdaz	m uː t ( - - )	muːt	moed	197	Dutch				mood	*mōdaz
1617	m oː d eː r	*mōdēr	m oː d eː r	moːdeːr	*mōdēr	444	Proto-Germanic		C V c v c		mother	*mōdēr
1618	m ʊ t ə r	*mōdēr	m ʊ t ə r	mʊtər	Mutter	444	German				mother	*mōdēr
1619	m ʌ ð ə r	*mōdēr	m ʌ ð ə r	mʌðər	mother	444	English				mother	*mōdēr
1620	m uː d ə r	*mōdēr	m uː d ə r	muːdər	moeder	444	Dutch				mother	*mōdēr
1577	n a g l a z	*naglaz	n a g - l ( a z )	naglaz	*naglaz	433	Proto-Germanic				nail	*naglaz
1578	n aː ɡ ə l	*naglaz	n aː ɡ ə l ( - - )	naːɡəl	Nagel	433	German				nail	*naglaz
1579	n eɪ l	*naglaz	n eɪ - - l ( - - )	neɪl	nail	433	English				nail	*naglaz
1580	n aː ɣ ə l	*naglaz	n aː ɣ ə l ( - - )	naːɣəl	nagel	433	Dutch				nail	*naglaz
79	n a m oː n	*namōn	n a m oː ( n )	namoːn	*namōn	23	Proto-Germanic				name	*namōn
80	n aː m ə	*namōn	n aː m ə ( - )	naːmə	Name	23	German				name	*namōn
81	n eɪ m	*namōn	n eɪ m - ( - )	neɪm	name	23	English				name	*namōn
82	n aː m	*namōn	n aː m - ( - )	naːm	naam	23	Dutch				name	*namōn
626	n a b oː	*nabō	n a b ( oː )	naboː	*nabō	173	Proto-Germanic		C V C		nave	*nabō
627	n aː b ə	*nabō	n aː b ( ə )	naːbə	Nabe	173	German				nave	*nabō
628	n eɪ v	*nabō	n eɪ v ( - )	neɪv	nave	173	English				nave	*nabō
629	n aː f	*nabō	n aː f ( - )	naːf	naaf	173	Dutch				nave	*nabō
428	n a b l oː n	*nablōn	n a b - l ( oː n )	nabloːn	*nablōn	118	Proto-Germanic		C V C - C		navel	*nablōn
429	n aː b ə l	*nablōn	n aː b ə l ( - - )	naːbəl	Nabel	118	German				navel	*nablōn
430	n eɪ v ə l	*nablōn	n eɪ v ə l ( - - )	neɪvḷ	navel	118	English				navel	*nablōn
431	n aː v ə l	*nablōn	n aː v ə l ( - - )	naːvəl	navel	118	Dutch				navel	*nablōn
1163	x n a kː a z	*xnakkaz	x n a kː ( a z )	xnakkaz	*xnakkaz	319	Proto-Germanic				neck	*xnakkaz
1164	n a k ə n	*xnakkaz	- n a k ( ə n )	nakən	Nacken	319	German				neck	*xnakkaz
1165	n ɛ k	*xnakkaz	- n ɛ k ( - - )	nɛk	neck	319	English				neck	*xnakkaz
1166	n ɛ k	*xnakkaz	- n ɛ k ( - - )	nɛk	nek	319	Dutch				neck	*xnakkaz
480	n au d i z	*naudiz	n au d ( i z )	naudiz	*naudiz	132	Proto-Germanic				need	*naudiz
481	n oː t	*naudiz	n oː t ( - - )	noːt	Not	132	German				need	*naudiz
482	n iː d	*naudiz	n iː d ( - - )	niːd	need	132	English				need	*naudiz
483	n oː t	*naudiz	n oː t ( - - )	noːt	nood	132	Dutch				need	*naudiz
123	n eː θ l oː	*nēθlō	n eː θ - l ( oː )	neːθloː	*nēθlō	35	Proto-Germanic				needle	*nēθlō
124	n aː d ə l	*nēθlō	n aː d ə l ( - )	naːdəl	Nadel	35	German				needle	*nēθlō
125	n iː d ə l	*nēθlō	n iː d ə l ( - )	niːdḷ	needle	35	English				needle	*nēθlō
126	n aː l t	*nēθlō	n aː - - l ( t )	naːlt	naald	35	Dutch				needle	*nēθlō
315	n i s t a n	*nistan	n i s t ( a n )	nistan	*nistan	88	Proto-Germanic				nest	*nistan
316	n ɛ s t	*nistan	n ɛ s t ( - - )	nɛst	Nest	88	German				nest	*nistan
317	n ɛ s t	*nistan	n ɛ s t ( - - )	nɛst	nest	88	English				nest	*nistan
318	n ɛ s t	*nistan	n ɛ s t ( - - )	nɛst	nest	88	Dutch				nest	*nistan
465	n a t j a n	*natjan	n a t j ( a n )	natjan	*natjan	128	Proto-Germanic				net	*natjan
466	n ɛ ts	*natjan	n ɛ ts - ( - - )	nɛt͡s	Netz	128	German				net	*natjan
467	n ɛ t	*natjan	n ɛ t - ( - - )	nɛt	net	128	English				net	*natjan
468	n ɛ t	*natjan	n ɛ t - ( - - )	nɛt	net	128	Dutch				net	*natjan
571	n a t i l oː n	*natilōn	n a t i l ( oː n )	natiloːn	*natilōn	157	Proto-Germanic				nettle	*natilōn
572	n ɛ s ə l	*natilōn	n ɛ s ə l ( - - )	nɛsəl	Nessel	157	German				nettle	*natilōn
573	n ɛ t ə l	*natilōn	n ɛ t ə l ( - - )	nɛtḷ	nettle	157	English				nettle	*natilōn
1538	n a x t z	*naxtz	n a x t ( z )	naxtz	*naxtz	422	Proto-Germanic				night	*naxtz
1539	n a x t	*naxtz	n a x t ( - )	naxt	Nacht	422	German				night	*naxtz
1540	n aɪ t	*naxtz	n aɪ - t ( - )	naɪt	night	422	English				night	*naxtz
1541	n ɑ x t	*naxtz	n ɑ x t ( - )	nɑxt	nacht	422	Dutch				night	*naxtz
127	m a r oː n	*marōn	( - - - - ) m a r ( oː n )	maroːn	*marōn	36	Proto-Germanic		C V C		nightmare	*marōn
128	m aː r	*marōn	( - - - - ) m aː r ( - - )	maːr	Mahr	36	German				nightmare	*marōn
129	n aɪ t m ɛə r	*marōn	( n aɪ - t ) m ɛə r ( - - )	naɪtmɛər	nightmare	36	English				nightmare	*marōn
130	n ɑ x t m ɛ r iː	*marōn	( n ɑ x t ) m ɛ r ( iː - )	nɑxtmɛriː	nachtmerrie	36	Dutch				nightmare	*marōn
323	n e w u n	*newun	n e w u n	newun	*newun	90	Proto-Germanic				nine	*newun
324	n ɔy n	*newun	n ɔy - - n	nɔyn	neun	90	German				nine	*newun
325	n aɪ n	*newun	n aɪ - - n	naɪn	nine	90	English				nine	*newun
326	n eː ɣ ə	*newun	n eː ɣ ə -	neːɣə	negen	90	Dutch				nine	*newun
1731	n a s oː	*nasō	n a s oː	nasoː	*nasō	475	Proto-Germanic				nose	*nasō
1732	n aː z ə	*nasō	n aː z ə	naːzə	Nase	475	German				nose	*nasō
1733	n əʊ z	*nasō	n əʊ z -	nəʊz	nose	475	English				nose	*nasō
1734	n øː s	*nasō	n øː s -	nøːs	neus	475	Dutch				nose	*nasō
601	e n d	*end	- e n ( d )	end	*end	166	Proto-Germanic		- V C		one	*end
602	ai n	*end	- ai n ( - )	ain	ein	166	German				one	*end
603	ʋ ʌ n	*end	ʋ ʌ n ( - )	ʋʌn	one	166	English				one	*end
604	eː n	*end	- eː n ( - )	eːn	een	166	Dutch				one	*end
1009	u f n a z	*ufnaz	u f - n ( a z )	ufnaz	*ufnaz	277	Proto-Germanic				oven	*ufnaz
1010	oː f ə n	*ufnaz	oː f ə n ( - - )	oːfən	Ofen	277	German				oven	*ufnaz
1011	ʌ v ə n	*ufnaz	ʌ v ə n ( - - )	ʌvṇ	oven	277	English				oven	*ufnaz
1012	oː v ə	*ufnaz	oː v ə - ( - - )	oːvə	oven	277	Dutch				oven	*ufnaz
683	u x s oː n	*uxsōn	u x s oː ( n )	uxsoːn	*uxsōn	188	Proto-Germanic				ox	*uxsōn
684	ɔ k s ə	*uxsōn	ɔ k s ə ( - )	ɔksə	Ochse	188	German				ox	*uxsōn
685	ɔ k s	*uxsōn	ɔ k s - ( - )	ɔks	ox	188	English				ox	*uxsōn
686	ɔ s	*uxsōn	ɔ - s - ( - )	ɔs	os	188	Dutch				ox	*uxsōn
1067	r e g n a n	*regnan	r e g - n ( a n )	regnan	*regnan	293	Proto-Germanic	MT			rain	*regnan
1068	r eː ɡ ə n	*regnan	r eː ɡ ə n ( - - )	reːɡən	Regen	293	German				rain	*regnan
1069	r eɪ n	*regnan	r eɪ - - n ( - - )	reɪn	rain	293	English	MT			rain	*regnan
1070	r eː ɣ ə	*regnan	r eː ɣ ə - ( - - )	reːɣə	regen	293	Dutch	MT			rain	*regnan
874	r e g n a + b u g oː n	*regna-bugōn	r e g - ( n a b u g oː n )	regna+bugoːn	*regna-bugōn	241	Proto-Germanic				rainbow	*regna-bugōn
875	r eː ɡ ə n b oː ɡ ə n	*regna-bugōn	r eː ɡ ə ( n - b oː ɡ ə n )	reːɡənboːɡən	Regenbogen	241	German	DUP			rainbow	*regna-bugōn
876	r eɪ n b əʊ	*regna-bugōn	r eɪ - - ( n - b əʊ - - - )	reɪnbəʊ	rainbow	241	English				rainbow	*regna-bugōn
877	r eː ɣ ə m b oː x	*regna-bugōn	r eː ɣ ə ( m - b oː x - - )	reːɣəmboːx	regenboog	241	Dutch				rainbow	*regna-bugōn
182	x r a b n a z	*xrabnaz	x r a b - n ( a z )	xrabnaz	*xrabnaz	52	Proto-Germanic				raven	*xrabnaz
183	r aː b ə	*xrabnaz	- r aː b ə - ( - - )	raːbə	Rabe	52	German				raven	*xrabnaz
184	r æ v ə n	*xrabnaz	- r æ v ə n ( - - )	rævṇ	raven	52	English				raven	*xrabnaz
185	r aː f	*xrabnaz	- r aː f - - ( - - )	raːf	raaf	52	Dutch				raven	*xrabnaz
1645	r eː d a n a n	*rēdanan	r eː d a n ( a n )	reːdanan	*rēdanan	452	Proto-Germanic				read	*rēdanan
1646	r aː t ə n	*rēdanan	r aː t ə n ( - - )	raːtən	raten	452	German				read	*rēdanan
1647	r iː d	*rēdanan	r iː d - - ( - - )	riːd	read	452	English				read	*rēdanan
1648	r aː d ɛ n	*rēdanan	r aː d ɛ n ( - - )	raːdɛn	raden	452	Dutch				read	*rēdanan
705	r au k i z	*raukiz	r au k ( i z )	raukiz	*raukiz	194	Proto-Germanic				reek	*raukiz
706	r au x	*raukiz	r au x ( - - )	raux	Rauch	194	German				reek	*raukiz
707	r iː k	*raukiz	r iː k ( - - )	riːk	reek	194	English				reek	*raukiz
708	r oː k	*raukiz	r oː k ( - - )	roːk	rook	194	Dutch				reek	*raukiz
558	r a s t oː	*rastō	r a s t ( oː )	rastoː	*rastō	153	Proto-Germanic				rest	*rastō
559	r a s t	*rastō	r a s t ( - )	rast	Rast	153	German				rest	*rastō
560	r ɛ s t	*rastō	r ɛ s t ( - )	rɛst	rest	153	English				rest	*rastō
164	r iː d a n a n	*rīdanan	r iː d a n ( a n )	riːdanan	*rīdanan	47	Proto-Germanic				ride	*rīdanan
165	r ai t ə n	*rīdanan	r ai t ə n ( - - )	raitən	reiten	47	German				ride	*rīdanan
166	r aɪ d	*rīdanan	r aɪ d - - ( - - )	raɪd	ride	47	English				ride	*rīdanan
167	r ɛɪ d ə	*rīdanan	r ɛɪ d ə - ( - - )	rɛɪdə	rijden	47	Dutch				ride	*rīdanan
1548	r e n d oː	*rendō	r e n d oː	rendoː	*rendō	425	Proto-Germanic				rind	*rendō
1549	r ɪ n d ə	*rendō	r ɪ n d ə	rɪndə	Rinde	425	German				rind	*rendō
1550	r aɪ n d	*rendō	r aɪ n d -	raɪnd	rind	425	English				rind	*rendō
1382	r u kː i z	*rukkiz	r u kː ( i z )	rukkiz	*rukkiz	379	Proto-Germanic				rock	*rukkiz
1383	r ʊ k	*rukkiz	r ʊ k ( - - )	rʊk	Ruck	379	German				rock	*rukkiz
1384	r ɔ k	*rukkiz	r ɔ k ( - - )	rɔk	rock	379	English				rock	*rukkiz
1385	r ʉ k	*rukkiz	r ʉ k ( - - )	rʉk	ruk	379	Dutch				rock	*rukkiz
1735	r ai x oː n	*raixōn	r ai ( x oː n )	raixoːn	*raixōn	476	Proto-Germanic				roe	*raixōn
1736	r eː	*raixōn	r eː ( - - - )	reː	Reh	476	German				roe	*raixōn
1737	r əʊ	*raixōn	r əʊ ( - - - )	rəʊ	roe	476	English				roe	*raixōn
1738	r eː	*raixōn	r eː ( - - - )	reː	ree	476	Dutch				roe	*raixōn
1094	r oː d oː	*rōdō	r oː d oː	roːdoː	*rōdō	300	Proto-Germanic				rood	*rōdō
1095	r uː t ə	*rōdō	r uː t ə	ruːtə	Rute	300	German				rood	*rōdō
1096	r uː d	*rōdō	r uː d -	ruːd	rood	300	English				rood	*rōdō
496	r uː m a n	*rūman	r uː m ( a n )	ruːman	*rūman	136	Proto-Germanic				room	*rūman
497	r au m	*rūman	r au m ( - - )	raum	Raum	136	German				room	*rūman
498	r uː m	*rūman	r uː m ( - - )	ruːm	room	136	English				room	*rūman
499	r œy m	*rūman	r œy m ( - - )	rœym	ruim	136	Dutch				room	*rūman
1303	r ai p a n	*raipan	r ai p ( a n )	raipan	*raipan	358	Proto-Germanic				rope	*raipan
1304	r ai f	*raipan	r ai f ( - - )	raif	Reif	358	German				rope	*raipan
1305	r əʊ p	*raipan	r əʊ p ( - - )	rəʊp	rope	358	English				rope	*raipan
1306	r ɛɪ p	*raipan	r ɛɪ p ( - - )	rɛɪp	rijp	358	Dutch				rope	*raipan
1669	r oː θ r a z	*rōθraz	r oː θ - r ( a z )	roːθraz	*rōθraz	458	Proto-Germanic				rudder	*rōθraz
1670	r uː d ə r	*rōθraz	r uː d ə r ( - - )	ruːdər	Ruder	458	German				rudder	*rōθraz
1671	r ʌ d ə r	*rōθraz	r ʌ d ə r ( - - )	rʌdər	rudder	458	English				rudder	*rōθraz
1672	r uː r	*rōθraz	r uː - - r ( - - )	ruːr	roer	458	Dutch				rudder	*rōθraz
964	r e nː a n a n	*rennanan	r e nː a n ( a n )	rennanan	*rennanan	265	Proto-Germanic				run	*rennanan
965	r ɪ n ə n	*rennanan	r ɪ n ə n ( - - )	rɪnən	rinnen	265	German				run	*rennanan
966	r ʌ n	*rennanan	r ʌ n - - ( - - )	rʌn	run	265	English				run	*rennanan
734	r u s t oː	*rustō	r u s t ( oː )	rustoː	*rustō	202	Proto-Germanic				rust	*rustō
735	r ɔ s t	*rustō	r ɔ s t ( - )	rɔst	Rost	202	German				rust	*rustō
736	r ʌ s t	*rustō	r ʌ s t ( - )	rʌst	rust	202	English				rust	*rustō
737	r uː s t	*rustō	r uː s t ( - )	ruːst	roest	202	Dutch				rust	*rustō
1461	r u g i z	*rugiz	r u g i ( z )	rugiz	*rugiz	400	Proto-Germanic				rye	*rugiz
1462	r ɔ ɡ ə n	*rugiz	r ɔ ɡ ə ( n )	rɔɡən	Roggen	400	German				rye	*rugiz
1463	r aɪ	*rugiz	r aɪ - - ( - )	raɪ	rye	400	English				rye	*rugiz
1464	r ɔ ɣ ə	*rugiz	r ɔ ɣ ə ( - )	rɔɣə	rogge	400	Dutch				rye	*rugiz
938	s e g l a n	*seglan	s e g - l ( a n )	seglan	*seglan	258	Proto-Germanic				sail	*seglan
939	z eː ɡ ə l	*seglan	z eː ɡ ə l ( - - )	zeːɡəl	Segel	258	German				sail	*seglan
940	s eɪ l	*seglan	s eɪ - - l ( - - )	seɪl	sail	258	English				sail	*seglan
941	z ɛɪ l	*seglan	z ɛɪ - - l ( - - )	zɛɪl	zeil	258	Dutch				sail	*seglan
135	s a k oː	*sakō	s a k oː	sakoː	*sakō	38	Proto-Germanic				sake	*sakō
136	z a x ə	*sakō	z a x ə	zaxə	Sache	38	German				sake	*sakō
137	s ɑː k ɪ	*sakō	s eɪ k -	sɑːkɪ	sake	38	English				sake	*sakō
138	z aː k	*sakō	z aː k -	zaːk	zaak	38	Dutch				sake	*sakō
1212	s a l t a n	*saltan	s a l t ( a n )	saltan	*saltan	333	Proto-Germanic				salt	*saltan
1213	z a l ts	*saltan	z a l ts ( - - )	zalt͡s	Salz	333	German				salt	*saltan
1214	s ɔː l t	*saltan	s ɔː l t ( - - )	sɔːlt	salt	333	English				salt	*saltan
1215	z ɑu t	*saltan	z ɑu - t ( - - )	zɑut	zout	333	Dutch				salt	*saltan
331	s a l b oː	*salbō	s a l b oː	salboː	*salbō	92	Proto-Germanic				salve	*salbō
332	z a l b ə	*salbō	z a l b ə	zalbə	Salbe	92	German				salve	*salbō
333	s æ l v	*salbō	s æ l v -	sælv	salve	92	English				salve	*salbō
334	z ɑ l f	*salbō	z ɑ l f -	zɑlf	zalf	92	Dutch				salve	*salbō
974	s a p oː n	*sapōn	s a p ( oː n - )	sapoːn	*sapōn	268	Proto-Germanic				sap	*sapōn
975	z a f t	*sapōn	z a f ( - - t )	zaft	Saft	268	German				sap	*sapōn
976	s æ p	*sapōn	s æ p ( - - - )	sæp	sap	268	English				sap	*sapōn
977	s ɑ p	*sapōn	s ɑ p ( - - - )	sɑp	sap	268	Dutch				sap	*sapōn
1487	s ai	*sai	s ai	sai	*sai	408	Proto-Germanic				sea	*sai
1488	z eː	*sai	z eː	zeː	See	408	German				sea	*sai
1489	s iː	*sai	s iː	siː	sea	408	English				sea	*sai
1490	z eː	*sai	z eː	zeː	zee	408	Dutch				sea	*sai
511	s au m a z	*saumaz	s au m ( a z )	saumaz	*saumaz	140	Proto-Germanic				seam	*saumaz
512	z au m	*saumaz	z au m ( - - )	zaum	Saum	140	German				seam	*saumaz
513	s iː m	*saumaz	s iː m ( - - )	siːm	seam	140	English				seam	*saumaz
514	z oː m	*saumaz	z oː m ( - - )	zoːm	zoom	140	Dutch				seam	*saumaz
104	s oː k j a n a n	*sōkjanan	s oː k j a n ( a n )	soːkjanan	*sōkjanan	30	Proto-Germanic				seek	*sōkjanan
105	z uː x ə n	*sōkjanan	z uː x - ə n ( - - )	zuːxən	suchen	30	German				seek	*sōkjanan
106	s iː k	*sōkjanan	s iː k - - - ( - - )	siːk	seek	30	English				seek	*sōkjanan
107	z uː k ə	*sōkjanan	z uː k - ə - ( - - )	zuːkə	zoeken	30	Dutch				seek	*sōkjanan
1378	s a n d j a n a n	*sandjanan	s a n d j a n ( a n )	sandjanan	*sandjanan	378	Proto-Germanic				send	*sandjanan
1379	z ɛ n d ə n	*sandjanan	z ɛ n d - ə n ( - - )	zɛndən	senden	378	German				send	*sandjanan
1380	s ɛ n d	*sandjanan	s ɛ n d - - - ( - - )	sɛnd	send	378	English				send	*sandjanan
1381	z ɛ n d ə	*sandjanan	z ɛ n d - ə - ( - - )	zɛndə	zenden	378	Dutch				send	*sandjanan
1816	s a t j a n a n	*satjanan	s a t j a n ( a n )	satjanan	*satjanan	498	Proto-Germanic				set	*satjanan
1817	z ɛ ts ə n	*satjanan	z ɛ ts - ə n ( - - )	zɛt͡sən	setzen	498	German				set	*satjanan
1818	s ɛ t	*satjanan	s ɛ t - - - ( - - )	sɛt	set	498	English				set	*satjanan
1819	z ɛ t ə	*satjanan	z ɛ t - ə - ( - - )	zɛtə	zetten	498	Dutch				set	*satjanan
174	s e b u n	*sebun	s e b u n	sebun	*sebun	50	Proto-Germanic				seven	*sebun
175	z iː b ə n	*sebun	z iː b ə n	ziːbən	sieben	50	German				seven	*sebun
176	s ɛ v ə n	*sebun	s ɛ v ə n	sɛvṇ	seven	50	English				seven	*sebun
177	z eː v ə	*sebun	z eː v ə -	zeːvə	zeven	50	Dutch				seven	*sebun
1858	s k a f t a n	*skaftan	s k a f t ( a n )	skaftan	*skaftan	510	Proto-Germanic				shaft	*skaftan
1859	ʃ a f t	*skaftan	ʃ - a f t ( - - )	ʃaft	Schaft	510	German				shaft	*skaftan
1860	ʃ ɑː f t	*skaftan	ʃ - ɑː f t ( - - )	ʃɑːft	shaft	510	English				shaft	*skaftan
1861	s x ɑ x t	*skaftan	s x ɑ x t ( - - )	sxɑxt	schacht	510	Dutch				shaft	*skaftan
1079	s k a m oː	*skamō	s k a m ( oː )	skamoː	*skamō	296	Proto-Germanic				shame	*skamō
1080	ʃ aː m	*skamō	ʃ - aː m ( - )	ʃaːm	Scham	296	German				shame	*skamō
1081	ʃ eɪ m	*skamō	ʃ - eɪ m ( - )	ʃeɪm	shame	296	English				shame	*skamō
1424	s k e r a n a n	*skeranan	s k e r a n ( a n )	skeranan	*skeranan	390	Proto-Germanic				shear	*skeranan
1425	ʃ eː r ə n	*skeranan	ʃ - eː r ə n ( - - )	ʃeːrən	scheren	390	German				shear	*skeranan
1426	ʃ ɪə r	*skeranan	ʃ - ɪə r - - ( - - )	ʃɪər	shear	390	English				shear	*skeranan
1427	s x eː r ə	*skeranan	s x eː r ə - ( - - )	sxeːrə	scheren	390	Dutch				shear	*skeranan
1114	s k ai θ i z	*skaiθiz	s k ai θ i ( z )	skaiθiz	*skaiθiz	306	Proto-Germanic				sheath	*skaiθiz
1115	ʃ ai d ə	*skaiθiz	ʃ - ai d ə ( - )	ʃaidə	Scheide	306	German				sheath	*skaiθiz
1116	ʃ iː θ	*skaiθiz	ʃ - iː θ - ( - )	ʃiːθ	sheath	306	English				sheath	*skaiθiz
1117	s x eː d ə	*skaiθiz	s x eː d ə ( - )	sxeːdə	schede	306	Dutch				sheath	*skaiθiz
1368	s k eː p a n	*skēpan	s k eː p ( a n )	skeːpan	*skēpan	375	Proto-Germanic				sheep	*skēpan
1369	ʃ aː f	*skēpan	ʃ - aː f ( - - )	ʃaːf	Schaf	375	German				sheep	*skēpan
1370	ʃ iː p	*skēpan	ʃ - iː p ( - - )	ʃiːp	sheep	375	English				sheep	*skēpan
1371	s x aː p	*skēpan	s x aː p ( - - )	sxaːp	schaap	375	Dutch				sheep	*skēpan
307	s k e l d u z	*skelduz	s k e l d ( u z )	skelduz	*skelduz	86	Proto-Germanic		C C V C C		shield	*skelduz
308	ʃ ɪ l d/t	*skelduz	ʃ - ɪ l d/t ( - - )	ʃɪlt	Schild	86	German	BOR			shield	*skelduz
309	ʃ iː l d	*skelduz	ʃ - iː l d ( - - )	ʃiːld	shield	86	English				shield	*skelduz
310	s x ɪ l t	*skelduz	s x ɪ l t ( - - )	sxɪlt	schild	86	Dutch				shield	*skelduz
961	s k e lː i n a z	*skellin)az	s k e lː i n a z	skellinaz	*skellin)az	264	Proto-Germanic				shilling	*skellin)az
962	ʃ ɪ l ɪ ŋ	*skellin)az	ʃ - ɪ l ɪ ŋ - ( - - )	ʃɪlɪŋ	Schilling	264	German				shilling	*skellin)az
963	ʃ ɪ l ɪ ŋ	*skellin)az	ʃ - ɪ l ɪ ŋ - ( - - )	ʃɪlɪŋ	shilling	264	English				shilling	*skellin)az
1398	s k iː n a n a n	*skīnanan	s k iː n a n ( a n )	skiːnanan	*skīnanan	383	Proto-Germanic				shine	*skīnanan
1399	ʃ ai n ə n	*skīnanan	ʃ - ai n ə n ( - - )	ʃainən	scheinen	383	German				shine	*skīnanan
1400	ʃ aɪ n	*skīnanan	ʃ - aɪ n - - ( - - )	ʃaɪn	shine	383	English				shine	*skīnanan
1401	s x ɛɪ n ə	*skīnanan	s x ɛɪ n ə - ( - - )	sxɛɪnə	schijnen	383	Dutch				shine	*skīnanan
588	s k u l d r oː	*skuldrō	s k u l d - r ( oː )	skuldroː	*skuldrō	162	Proto-Germanic				shoulder	*skuldrō
589	ʃ ʊ l t ə r	*skuldrō	ʃ - ʊ l t ə r ( - )	ʃʊltər	Schulter	162	German				shoulder	*skuldrō
590	ʃ əʊ l d ə r	*skuldrō	ʃ - əʊ l d ə r ( - )	ʃəʊldər	shoulder	162	English				shoulder	*skuldrō
591	s x ɑu d ə r	*skuldrō	s x ɑu - d ə r ( - )	sxɑudər	schouder	162	Dutch				shoulder	*skuldrō
1439	s k eu b a n a n	*skeubanan	s k eu b a n ( a n )	skeubanan	*skeubanan	394	Proto-Germanic				shove	*skeubanan
1440	ʃ iː b ə n	*skeubanan	ʃ - iː b ə n ( - - )	ʃiːbən	schieben	394	German				shove	*skeubanan
1441	ʃ ʌ v	*skeubanan	ʃ - ʌ v - - ( - - )	ʃʌv	shove	394	English				shove	*skeubanan
1442	s x œy v ə	*skeubanan	s x œy v ə - ( - - )	sxœyvə	schuiven	394	Dutch				shove	*skeubanan
720	s k uː f l oː	*skūflō	s k uː f - l ( oː )	skuːfloː	*skūflō	198	Proto-Germanic				shovel	*skūflō
721	ʃ au f ə l	*skūflō	ʃ - au f ə l ( - )	ʃaufəl	Schaufel	198	German				shovel	*skūflō
722	ʃ ʌ v ə l	*skūflō	ʃ - ʌ v ə l ( - )	ʃʌvḷ	shovel	198	English				shovel	*skūflō
723	s x ɔ f ə l	*skūflō	s x ɔ f ə l ( - )	sxɔfəl	schoffel	198	Dutch				shovel	*skūflō
1284	s k a w oː j a n a n	*skawōjanan	s k a w oː j a n ( a n )	skawoːjanan	*skawōjanan	353	Proto-Germanic				show	*skawōjanan
1285	ʃ au ə n	*skawōjanan	ʃ - au - - - ə n ( - - )	ʃauən	schauen	353	German				show	*skawōjanan
1286	ʃ əʊ	*skawōjanan	ʃ - əʊ - - - - - ( - - )	ʃəʊ	show	353	English				show	*skawōjanan
1287	s x ɑu ʋ ə	*skawōjanan	s x ɑu ʋ - - ə - ( - - )	sxɑuʋə	schouwen	353	Dutch				show	*skawōjanan
1192	s k uː r oː	*skūrō	s k uː - r ( oː )	skuːroː	*skūrō	327	Proto-Germanic				shower	*skūrō
1193	ʃ au ə r	*skūrō	ʃ - au ə r ( - )	ʃauər	Schauer	327	German				shower	*skūrō
1194	ʃ aʊ ə r	*skūrō	ʃ - aʊ ə r ( - )	ʃaʊər	shower	327	English				shower	*skūrō
229	s iː d oː n	*sīdōn	s iː d oː ( n )	siːdoːn	*sīdōn	64	Proto-Germanic				side	*sīdōn
230	z ai t ə	*sīdōn	z ai t ə ( - )	zaitə	Seite	64	German				side	*sīdōn
231	s aɪ d	*sīdōn	s aɪ d - ( - )	saɪd	side	64	English				side	*sīdōn
