# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
#
1214	Rangoon	turn inside out (clothing) or the reverse	1208	ɬɑ̃²²	ɬ ɑ̃ ∼ ²²	i n c t	ɬ ɑ̃ ∼ ²²	17834
1822	Rangoon	turn inside out (clothing) or the reverse	1208	pjɑ̃u⁵⁵pjɑ̃²²	p j ɑ̃ u ∼ ⁵⁵ + p j ɑ̃ ∼ ²²	i m n N c t + i m n c t	p j ɑ̃ u ∼ ⁵⁵ + p j ɑ̃ ∼ ²²	17835 17836
2952	Achang_Longchuan	turn inside out (clothing) or the reverse	1208	phuʔ⁵⁵	pʰ u ʔ ⁵⁵	i n c t	pʰ u ʔ ⁵⁵	17831
4464	Xiandao	turn inside out (clothing) or the reverse	1208	phuʔ⁵⁵	ph u ʔ ⁵⁵	i n c t	ph u ʔ ⁵⁵	17831
6148	Atsi	turn inside out (clothing) or the reverse	1208	phuʔ⁵⁵lai⁵¹	pʰ u ʔ ⁵⁵ + l a i ⁵¹	i n c t + i n N t	pʰ u ʔ ⁵⁵ + l a i ⁵¹	17831 17832
7808	Maru	turn inside out (clothing) or the reverse	1208	phauk⁵⁵	ph au k ⁵⁵	i n c t	ph au k ⁵⁵	17831
9516	Bola	turn inside out (clothing) or the reverse	1208	phauʔ⁵⁵	ph au ʔ ⁵⁵	i n c t	ph au ʔ ⁵⁵	17831
11117	Lashi	turn inside out (clothing) or the reverse	1208	phuk⁵⁵ka̱ːt⁵⁵	ph u k ⁵⁵ + ˀk aː t ⁵⁵	i n c t + i n c t	ph u k ⁵⁵ + ˀk aː t ⁵⁵	17831 17833
#
1290	Rangoon	turn one's head to the back	1281	khɑ̃u⁵⁵pjɑ̃²²ɬɛ⁵³	kʰ ɑ̃ u ∼ ⁵⁵ + p j ɑ̃ ∼ ²² + ɬ ɛ ⁵³	i n N c t + i m n c t + i n t	kʰ ɑ̃ u ∼ ⁵⁵ + p j ɑ̃ ∼ ²² + ɬ ɛ ⁵³	17847 17848 17849
4525	Xiandao	turn one's head to the back	1281	n̥oŋ⁵⁵xɔi³⁵	n̥ o ŋ ⁵⁵ + x ɔi ³⁵	i n c t + i n t	n̥ o ŋ ⁵⁵ + x ɔi ³⁵	17850 17851
6224	Atsi	turn one's head to the back	1281	li̱k⁵⁵	ˀl i k ⁵⁵	i n c t	ˀl i k ⁵⁵	10438
7878	Maru	turn one's head to the back	1281	a̱u³⁵ja̱k⁵⁵	ˀ/ʔ au ³⁵ + ˀ/ʔ j a k ⁵⁵	i n t + i m n c t	ˀ/ʔ au ³⁵ + ˀ/ʔ j a k ⁵⁵	17846 17844
9590	Bola	turn one's head to the back	1281	ŭ³⁵la̱k⁵⁵	/ʔ ŭ ³⁵ + ˀl a k ⁵⁵	i n t + i n c t	/ʔ - ŭ - ³⁵ + ˀl a k ⁵⁵	17844 10438
11179	Lashi	turn one's head to the back	1281	ta̱ːu⁵⁵juː⁵⁵	ˀt aːu ⁵⁵ + /ʔ j uː ⁵⁵	i n t + i m n t	ˀt aːu ⁵⁵ + /ʔ j uː - ⁵⁵	17845 17844
#
1215	Rangoon	turn over (on bed)	1209	lu⁵⁵ɬẽ⁵³	l u ⁵⁵ + ɬ ẽ ∼ ⁵³	i n t + i n c t	l u ⁵⁵ + ɬ ẽ ∼ ⁵³	17859 17860
2953	Achang_Longchuan	turn over (on bed)	1209	phan³¹	pʰ a n ³¹	i n c t	pʰ a n ³¹	17856
4465	Xiandao	turn over (on bed)	1209	phuʔ⁵⁵	ph u ʔ ⁵⁵	i n c t	ph u ʔ ⁵⁵	17858
6149	Atsi	turn over (on bed)	1209	kuŋ⁵¹phuʔ⁵⁵	k u ŋ ⁵¹ + pʰ u ʔ ⁵⁵	i n c t + i n c t	k u ŋ ⁵¹ + pʰ u ʔ ⁵⁵	1545 17858
7809	Maru	turn over (on bed)	1209	kauŋ³¹phauk⁵⁵	k au ŋ ³¹ + ph au k ⁵⁵	i n c t + i n c t	k au ŋ ³¹ + ph au k ⁵⁵	1545 17858
9517	Bola	turn over (on bed)	1209	phauʔ⁵⁵	ph au ʔ ⁵⁵	i n c t	ph au ʔ ⁵⁵	17858
11118	Lashi	turn over (on bed)	1209	phuːk⁵⁵	ph uː k ⁵⁵	i n c t	ph uː k ⁵⁵	17858
#
326	Rangoon	turtledove	324	tɕho⁵⁵	tɕʰ o ⁵⁵	i n t	tɕʰ o ⁵⁵	17872
2129	Achang_Longchuan	turtledove	324	tshi⁵⁵put⁵⁵tu³¹	tsʰ i ⁵⁵ + p u t ⁵⁵ + t u ³¹	i n t + i n c t + i n t	tsʰ i ⁵⁵ + p u t ⁵⁵ + t u ³¹	17867 17868 17869
3777	Xiandao	turtledove	324	xo³⁵thiau⁵¹	x o ³⁵ + th i au ⁵¹	i n t + i m n t	x o ³⁵ + th i au ⁵¹	17873 17874
5260	Atsi	turtledove	324	phuŋ⁵¹kju̱i²¹	pʰ u ŋ ⁵¹ + ˀk j u i ²¹	i n c t + i m n N t	pʰ u ŋ ⁵¹ + ˀk j u i - ²¹	17870 17871
7015	Maru	turtledove	324	phauŋ⁵⁵kju̱k⁵⁵	ph au ŋ ⁵⁵ + ˀk j u k ⁵⁵	i n c t + i m n c t	ph au ŋ ⁵⁵ + ˀk j u - k ⁵⁵	17870 17871
8652	Bola	turtledove	324	phauŋ³¹kju̱³⁵	ph au ŋ ³¹ + ˀk j u ³⁵	i n c t + i m n t	ph au ŋ ³¹ + ˀk j u - - ³⁵	17870 17871
10364	Lashi	turtledove	324	phəŋ⁵⁵kjo̱u⁵⁵	ph ə ŋ ⁵⁵ + ˀk j ou ⁵⁵	i n c t + i m n t	ph ə ŋ ⁵⁵ + ˀk j ou - - ⁵⁵	17870 17871
#
762	Rangoon	twelve	759	shɛ⁵³hniʔ⁴	sʰ ɛ ⁵³ + n̥ i ʔ ⁴	i n t + i n c t	sʰ ɛ ⁵³ + n̥ i ʔ ⁴	14377 17887
2518	Achang_Longchuan	twelve	759	tɕhe⁵⁵sək⁵⁵	tɕʰ e ⁵⁵ + s ə k ⁵⁵	i n t + i n c t	tɕʰ e ⁵⁵ + s ə k ⁵⁵	14377 17883
4089	Xiandao	twelve	759	sip⁵⁵sɔŋ⁵⁵	s i p ⁵⁵ + s ɔ ŋ ⁵⁵	i n c t + i n c t	s i p ⁵⁵ + s ɔ ŋ ⁵⁵	17883 17888
5691	Atsi	twelve	759	lă²¹tshe⁵¹ i⁵⁵	l ă ²¹ + tsʰ e ⁵¹ + /ʔ i ⁵⁵	i n t + i n t + i n t	l ă ²¹ + tsʰ e ⁵¹ + /ʔ i - ⁵⁵	17884 14377 17883
7393	Maru	twelve	759	tă³¹tshɛ³¹ʃi̱k⁵⁵	t ă ³¹ + tsh ɛ ³¹ + ˀʃ i k ⁵⁵	i n t + i n t + i n c t	t ă ³¹ + tsh ɛ ³¹ + ˀʃ i k ⁵⁵	14377 17886 17883
9072	Bola	twelve	759	tă³¹thai⁵⁵i̱³⁵	t ă ³¹ + th ai ⁵⁵ + ˀ/ʔ i ³⁵	i n t + i n t + i n t	t ă ³¹ + th ai ⁵⁵ + ˀ/ʔ i - ³⁵	17885 14377 17883
10724	Lashi	twelve	759	tshĕ³³ə̱k⁵⁵	tsh ĕ ³³ + ˀ/ʔ ə k ⁵⁵	i n t + i n c t	tsh ĕ ³³ + ˀ/ʔ ə k ⁵⁵	14377 17883
#
770	Rangoon	twenty	767	hniʔ⁴shɛ²²	n̥ i ʔ ⁴ + sʰ ɛ ²²	i n c t + i n t	n̥ i ʔ ⁴ + sʰ ɛ - ²²	14366 17901
2526	Achang_Longchuan	twenty	767	tă³¹sau⁵⁵	t ă ³¹ + s au ⁵⁵	i n t + i n t	t ă ³¹ + s au - ⁵⁵	17900 17901
4097	Xiandao	twenty	767	ta³¹sau⁵⁵	t a ³¹ + s au ⁵⁵	i n t + i n t	t a - ³¹ + s au ⁵⁵	17901 17905
5698	Atsi	twenty	767	i⁵⁵tshe⁵¹	/ʔ i ⁵⁵ + tsʰ e ⁵¹	i n t + i n t	/ʔ i ⁵⁵ + tsʰ e - ⁵¹	17902 17901
7401	Maru	twenty	767	ʃi̱k⁵⁵tshɛ³¹	ˀʃ i k ⁵⁵ + tsh ɛ ³¹	i n c t + i n t	ˀʃ i k ⁵⁵ + tsh ɛ - ³¹	17903 17901
9080	Bola	twenty	767	i̱³⁵thai⁵⁵	ˀ/ʔ i ³⁵ + th ai ⁵⁵	i n t + i n t	ˀ/ʔ i ³⁵ + th ai - ⁵⁵	17902 17901
10732	Lashi	twenty	767	ə̱⁵⁵tshe³³	ˀ/ʔ ə ⁵⁵ + tsh e ³³	i n t + i n t	ˀ/ʔ ə ⁵⁵ + tsh e - ³³	17902 17901
11771	Old_Burmese	twenty	767	nhac◦chay	n̥ a c ⁴ + tɕh a j ²²	i n c t + i n c t	n̥ a c ⁴ + tɕh a j ²²	14366 17901
#
1432	Rangoon	twist (a towel)	1421	ȵ̥iʔ⁴	ɲ̊ i ʔ ⁴	i n c t	ɲ̊ i ʔ ⁴	17919
3145	Achang_Longchuan	twist (a towel)	1421	tshit⁵⁵	tsʰ i t ⁵⁵	i n c t	tsʰ i t ⁵⁵	17917
4627	Xiandao	twist (a towel)	1421	tshit⁵⁵	tsh i t ⁵⁵	i n c t	tsh i t ⁵⁵	17917
6364	Atsi	twist (a towel)	1421	tʃu̱p⁵⁵	ˀtʃ u p ⁵⁵	i n c t	ˀtʃ u p ⁵⁵	17917
8003	Maru	twist (a towel)	1421	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	i n c t	ˀtʃ a p ⁵⁵	17917
9727	Bola	twist (a towel)	1421	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	i n c t	ˀtʃ a p ⁵⁵	17917
11301	Lashi	twist (a towel)	1421	tʃu̱ːp⁵⁵	ˀtʃ uː p ⁵⁵	i n c t	ˀtʃ uː p ⁵⁵	17917
12071	Old_Burmese	twist (a towel)	1421	lim	l i m ²²	i n c t	l i m ²²	17918
#
1130	Rangoon	twist (hemp fibers) between the palms	1126	tɕiʔ⁴	tɕ i ʔ ⁴	i n c t	tɕ i ʔ ⁴	17928
2873	Achang_Longchuan	twist (hemp fibers) between the palms	1126	l̥əŋ³⁵	l̥ ə ŋ ³⁵	i n c t	l̥ ə ŋ ³⁵	17926
4397	Xiandao	twist (hemp fibers) between the palms	1126	lin³⁵	l i n ³⁵	i n c t	l i n ³⁵	17926
6065	Atsi	twist (hemp fibers) between the palms	1126	ʃum⁵⁵	ʃ u m ⁵⁵	i n c t	ʃ u m ⁵⁵	17927
7734	Maru	twist (hemp fibers) between the palms	1126	ʃa̱m⁵⁵	ˀʃ a m ⁵⁵	i n c t	ˀʃ a m ⁵⁵	17927
9440	Bola	twist (hemp fibers) between the palms	1126	ʃam³⁵	ʃ a m ³⁵	i n c t	ʃ a m ³⁵	17927
11048	Lashi	twist (hemp fibers) between the palms	1126	ʃu̱ːm⁵³	ˀʃ uː m ⁵³	i n c t	ˀʃ uː m ⁵³	17927
#
752	Rangoon	two	749	n̥	n̥	i	n̥ - - -	17934
2508	Achang_Longchuan	two	749	sək⁵⁵	s ə k ⁵⁵	i n c t	s ə k ⁵⁵	17934
4079	Xiandao	two	749	sɤk⁵⁵	s ɤ k ⁵⁵	i n c t	s ɤ k ⁵⁵	17934
5681	Atsi	two	749	i⁵⁵	/ʔ i ⁵⁵	i n t	/ʔ i - ⁵⁵	17934
7383	Maru	two	749	ʃi̱k⁵⁵	ˀʃ i k ⁵⁵	i n c t	ˀʃ i k ⁵⁵	17934
9062	Bola	two	749	i̱³⁵	ˀ/ʔ i ³⁵	i n t	ˀ/ʔ i - ³⁵	17934
10714	Lashi	two	749	ə̱k⁵⁵	ˀ/ʔ ə k ⁵⁵	i n c t	ˀ/ʔ ə k ⁵⁵	17934
11772	Old_Burmese	two	749	nhac	n̥ a c ⁴	i n c t	n̥ a c ⁴	17934
#
970	Rangoon	ugly	966	ɑ⁵³juʔ⁴sho⁵⁵	/ʔ ɑ ⁵³ + /ʔ j u ʔ ⁴ + sʰ o ⁵⁵	i n t + i m n c t + i n t	/ʔ ɑ ⁵³ + /ʔ j u ʔ ⁴ + sʰ o ⁵⁵	9371 17946 17948
2727	Achang_Longchuan	ugly	966	tʂha³¹	tʂʰ a ³¹	i n t	tʂʰ a ³¹	17943
4281	Xiandao	ugly	966	n⁵⁵tom³⁵	n ⁵⁵ + t o m ³⁵	i t + i n c t	n ⁵⁵ + t o m ³⁵	17949 17950
5902	Atsi	ugly	966	ʒo̱n⁵¹	ˀʒ o n ⁵¹	i n c t	ˀʒ o n ⁵¹	17944
7597	Maru	ugly	966	mə̆³¹jauŋ⁵⁵	m ə̆ ³¹ + /ʔ j au ŋ ⁵⁵	i n t + i m n c t	m ə̆ ³¹ + /ʔ j au ŋ ⁵⁵	17947 17946
9281	Bola	ugly	966	a³¹jauŋ³⁵	/ʔ a ³¹ + /ʔ j au ŋ ³⁵	i n t + i m n c t	/ʔ a ³¹ + /ʔ j au ŋ ³⁵	9371 17946
10920	Lashi	ugly	966	a³¹juŋ⁵⁵	/ʔ a ³¹ + /ʔ j u ŋ ⁵⁵	i n t + i m n c t	/ʔ a ³¹ + /ʔ j u ŋ ⁵⁵	9371 17946
#
548	Rangoon	umbrella	546	thi⁵⁵	tʰ i ⁵⁵	i n t	tʰ i ⁵⁵	17960
2335	Achang_Longchuan	umbrella	546	tʂuaŋ³¹	tʂ ua ŋ ³¹	i n c t	tʂ ua ŋ ³¹	17957
3945	Xiandao	umbrella	546	tʂɔŋ³¹	tʂ ɔ ŋ ³¹	i n c t	tʂ ɔ ŋ ³¹	17957
5478	Atsi	umbrella	546	pui⁵¹ko⁵¹	p u i ⁵¹ + k o ⁵¹	i m n t + i n t	p u i ⁵¹ + k o ⁵¹	5270 17959
7215	Maru	umbrella	546	pa³¹kɔ³¹	p a ³¹ + k ɔ ³¹	i n t + i n t	p - a ³¹ + k ɔ ³¹	5270 17959
8867	Bola	umbrella	546	pui⁵⁵ka⁵⁵	p ui ⁵⁵ + k a ⁵⁵	i n t + i n t	p - ui ⁵⁵ + k a ⁵⁵	5270 17959
10555	Lashi	umbrella	546	pei³¹ko³¹	p ei ³¹ + k o ³¹	i n t + i n t	p - ei ³¹ + k o ³¹	5270 17959
#
226	Rangoon	uncle (father's elder brother)	226	bɑ⁵³tɕi⁵⁵	b ɑ ⁵³ + tɕ i ⁵⁵	i n t + i n t	b ɑ - ⁵³ + tɕ i ⁵⁵	17970 17974
2042	Achang_Longchuan	uncle (father's elder brother)	226	luŋ⁵⁵phaʔ⁵⁵	l u ŋ ⁵⁵ + pʰ a ʔ ⁵⁵	i n c t + i n c t	l u ŋ ⁵⁵ + pʰ a ʔ ⁵⁵	17969 17970
3694	Xiandao	uncle (father's elder brother)	226	mɔ³⁵	m ɔ ³⁵	i n t	m ɔ ³⁵	18942
5161	Atsi	uncle (father's elder brother)	226	a⁵⁵va²¹mo⁵⁵	/ʔ a ⁵⁵ + v a ²¹ + m o ⁵⁵	i n t + i n t + i n t	/ʔ a ⁵⁵ + v a ²¹ + m o ⁵⁵	17971 17972 18942
6928	Maru	uncle (father's elder brother)	226	phɔ̆⁵⁵mɔ⁵⁵	ph ɔ̆ ⁵⁵ + m ɔ ⁵⁵	i n t + i n t	ph ɔ̆ - ⁵⁵ + m ɔ ⁵⁵	17970 18942
8564	Bola	uncle (father's elder brother)	226	phə̆⁵⁵ma³¹	ph ə̆ ⁵⁵ + m a ³¹	i n t + i n t	ph ə̆ - ⁵⁵ + m a ³¹	17970 18942
10283	Lashi	uncle (father's elder brother)	226	mo⁵⁵phu⁵³	m o ⁵⁵ + ph u ⁵³	i n t + i n t	m o ⁵⁵ + ph u - ⁵³	18942 17970
#
3494	Achang_Longchuan	uncle (father's older sister's husband)nd (note:"father's_older_brother")	1850	luŋ⁵⁵phaʔ⁵⁵	l u ŋ ⁵⁵ + pʰ a ʔ ⁵⁵	i n c t + i n c t	l u ŋ ⁵⁵ + pʰ a ʔ ⁵⁵	17984 17985
#
1721	Rangoon	uncle (father's sister's husband)nd	1704	bɑ⁵³ tɕi⁵⁵	b ɑ ⁵³ + tɕ i ⁵⁵	i n t + i n t	b ɑ ⁵³ + tɕ i ⁵⁵	17990 17991
4878	Xiandao	uncle (father's sister's husband)nd	1704	mɔ³⁵	m ɔ ³⁵	i n t	m ɔ ³⁵	17992
6656	Atsi	uncle (father's sister's husband)nd	1704	i⁵⁵ku²¹	/ʔ i ⁵⁵ + k u ²¹	i n t + i n t	/ʔ i ⁵⁵ + k u ²¹	17987 17988
8287	Maru	uncle (father's sister's husband)nd	1704	a³¹vɔ̃³¹	/ʔ a ³¹ + v ɔ̃ ∼ ³¹	i n t + i n c t	/ʔ a ³¹ + v ɔ̃ ∼ ³¹	17987 18753
10014	Bola	uncle (father's sister's husband)nd	1704	a³¹vɔ̃⁵⁵	/ʔ a ³¹ + v ɔ̃ ∼ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + v ɔ̃ ∼ ⁵⁵	17987 18753
11547	Lashi	uncle (father's sister's husband)nd	1704	a⁵⁵vaŋ³¹	/ʔ a ⁵⁵ + v a ŋ ³¹	i n t + i n c t	/ʔ a ⁵⁵ + v a ŋ ³¹	17987 18753
#
228	Rangoon	uncle (father's younger brother)	228	bɑ⁵³thwe⁵⁵	b ɑ ⁵³ + tʰ w e ⁵⁵	i n t + i m n t	b ɑ ⁵³ + tʰ w e ⁵⁵	4274 18006
2044	Achang_Longchuan	uncle (father's younger brother)	228	xun⁵⁵	x u n ⁵⁵	i n c t	x u n ⁵⁵	10929
3696	Xiandao	uncle (father's younger brother)	228	lat³⁵	l a t ³⁵	i n c t	l a t ³⁵	687
5163	Atsi	uncle (father's younger brother)	228	thaŋ⁵⁵tso²¹	tʰ a ŋ ⁵⁵ + ts o ²¹	i n c t + i n t	tʰ a ŋ ⁵⁵ + ts o ²¹	18000 18001
6930	Maru	uncle (father's younger brother)	228	a³¹phɔ⁵⁵	/ʔ a ³¹ + ph ɔ ⁵⁵	i n t + i n t	/ʔ a ³¹ + ph ɔ ⁵⁵	5331 4274
8566	Bola	uncle (father's younger brother)	228	a³¹kɔn⁵⁵	/ʔ a ³¹ + k ɔ n ⁵⁵	i n t + i n c t	/ʔ a ³¹ + k ɔ n ⁵⁵	5331 10929
10285	Lashi	uncle (father's younger brother)	228	lat³¹kjo³³	l a t ³¹ + k j o ³³	i n c t + i m n t	l a t ³¹ + k j o ³³	687 18004
#
3495	Achang_Longchuan	uncle (father's younger sister's husband)nd	1851	xoi⁵⁵	x oi ⁵⁵	i n t	x oi ⁵⁵	18012
#
234	Rangoon	uncle (mother's brother)	234	u⁵⁵ le⁵⁵	/ʔ u ⁵⁵ + /ʔ l e ⁵⁵	i n t + i m n t	/ʔ u ⁵⁵ + /ʔ l e ⁵⁵	18019 18020
3702	Xiandao	uncle (mother's brother)	234	koi⁵⁵	k oi ⁵⁵	i n t	k oi ⁵⁵	18021
5169	Atsi	uncle (mother's brother)	234	a⁵⁵tsa̱²¹	/ʔ a ⁵⁵ + ˀts a ²¹	i n t + i n t	/ʔ a ⁵⁵ + ˀts a ²¹	18014 18015
6936	Maru	uncle (mother's brother)	234	ŋji³¹	ŋ j i ³¹	i m n t	ŋ j i ³¹	18018
8572	Bola	uncle (mother's brother)	234	jauʔ³¹pha³⁵	/ʔ j au ʔ ³¹ + ph a ³⁵	i m n c t + i n t	/ʔ j au ʔ ³¹ + ph a ³⁵	633 3362
10291	Lashi	uncle (mother's brother)	234	juʔ³¹pho⁵³	/ʔ j u ʔ ³¹ + ph o ⁵³	i m n c t + i n t	/ʔ j u ʔ ³¹ + ph o ⁵³	633 3362
#
3490	Achang_Longchuan	uncle (mother's older brother) (note:mother's_older_brother)	1846	luŋ⁵⁵phaʔ⁵⁵	l u ŋ ⁵⁵ + pʰ a ʔ ⁵⁵	i n c t + i n c t	l u ŋ ⁵⁵ + pʰ a ʔ ⁵⁵	18025 18026
#
1720	Rangoon	uncle (mother's sister's husband)	1703	u⁵⁵le⁵⁵	/ʔ u ⁵⁵ + /ʔ l e ⁵⁵	i n t + i m n t	/ʔ u ⁵⁵ + /ʔ l e ⁵⁵	9141 18033
3420	Achang_Longchuan	uncle (mother's sister's husband)	1703	xoi³⁵	x oi ³⁵	i n t	x oi ³⁵	18028
4877	Xiandao	uncle (mother's sister's husband)	1703	nai⁵⁵	n ai ⁵⁵	i n t	n ai ⁵⁵	18034
6655	Atsi	uncle (mother's sister's husband)	1703	a⁵⁵va²¹mo⁵⁵	/ʔ a ⁵⁵ + v a ²¹ + m o ⁵⁵	i n t + i n t + i n t	/ʔ a ⁵⁵ + v a ²¹ + m o ⁵⁵	9141 18030 4195
8286	Maru	uncle (mother's sister's husband)	1703	a³¹phɔ⁵⁵	/ʔ a ³¹ + ph ɔ ⁵⁵	i n t + i n t	/ʔ a ³¹ + ph ɔ ⁵⁵	9141 8
10013	Bola	uncle (mother's sister's husband)	1703	phə̆⁵⁵ma³¹	ph ə̆ ⁵⁵ + m a ³¹	i n t + i n t	ph ə̆ ⁵⁵ + m a ³¹	8 4195
11546	Lashi	uncle (mother's sister's husband)	1703	mo⁵⁵phu⁵³	m o ⁵⁵ + ph u ⁵³	i n t + i n t	m o ⁵⁵ + ph u ⁵³	4195 8
#
3491	Achang_Longchuan	uncle (mother's younger brother) (note:mother's_younger_brother)	1847	mau³⁵	m au ³⁵	i n t	m au ³⁵	18042
#
960	Rangoon	uncooked / raw	956	ɑ⁵³sẽ⁵⁵	/ʔ ɑ ⁵³ + s ẽ ∼ ⁵⁵	i n t + i n c t	/ʔ ɑ ⁵³ + s ẽ ∼ ⁵⁵	9371 18045
2717	Achang_Longchuan	uncooked / raw	956	a³¹tsin³¹	/ʔ a ³¹ + ts i n ³¹	i n t + i n c t	/ʔ a ³¹ + ts i n ³¹	9371 18045
4271	Xiandao	uncooked / raw	956	tsin³¹	ts i n ³¹	i n c t	ts i n ³¹	18045
5892	Atsi	uncooked / raw	956	a²¹tʃum²¹	/ʔ a ²¹ + tʃ u m ²¹	i n t + i n c t	/ʔ a ²¹ + tʃ u m ²¹	9371 18045
7587	Maru	uncooked / raw	956	tʃam³⁵ʒu³¹	tʃ a m ³⁵ + ʒ u ³¹	i n c t + i n t	tʃ a m ³⁵ + ʒ u ³¹	18045 18046
9271	Bola	uncooked / raw	956	tʃam³¹	tʃ a m ³¹	i n c t	tʃ a m ³¹	18045
10911	Lashi	uncooked / raw	956	a³¹tʃɔm³³	/ʔ a ³¹ + tʃ ɔ m ³³	i n t + i n c t	/ʔ a ³¹ + tʃ ɔ m ³³	9371 18045
#
684	Rangoon	under (the sky)	681	ɑuʔ⁴	/ʔ ɑ u ʔ ⁴	i n N c t	/ʔ ɑ u ʔ ⁴	18059
2453	Achang_Longchuan	under (the sky)	681	a³¹the⁵¹	/ʔ a ³¹ + tʰ e ⁵¹	i n t + i n t	/ʔ a ³¹ + tʰ e ⁵¹	18065 18058
4027	Xiandao	under (the sky)	681	m̥uʔ⁵⁵	m̥ u ʔ ⁵⁵	i n c t	m̥ u ʔ ⁵⁵	18060
5613	Atsi	under (the sky)	681	o̱⁵¹	ˀ/ʔ o ⁵¹	i n t	ˀ/ʔ o ⁵¹	18065
7323	Maru	under (the sky)	681	ɔ³¹	/ʔ ɔ ³¹	i n t	/ʔ ɔ ³¹	18065
#
682	Rangoon	under (the table)	679	ɑuʔ⁴	/ʔ ɑ u ʔ ⁴	i n N c t	/ʔ ɑ u ʔ ⁴	18068
2451	Achang_Longchuan	under (the table)	679	m̥uʔ⁵⁵	m̥ u ʔ ⁵⁵	i n c t	m̥ u ʔ ⁵⁵	18064
4025	Xiandao	under (the table)	679	a³¹m̥uʔ⁵⁵	/ʔ a ³¹ + m̥ u ʔ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + m̥ u ʔ ⁵⁵	18065 18064
5611	Atsi	under (the table)	679	o̱⁵¹	ˀ/ʔ o ⁵¹	i n t	ˀ/ʔ o ⁵¹	18065
7321	Maru	under (the table)	679	ɔ³¹	/ʔ ɔ ³¹	i n t	/ʔ ɔ ³¹	18065
8991	Bola	under (the table)	679	a³¹thai³⁵	/ʔ a ³¹ + th ai ³⁵	i n t + i n t	/ʔ a ³¹ + th ai ³⁵	18065 18066
10658	Lashi	under (the table)	679	a³¹kjei⁵⁵	/ʔ a ³¹ + k j ei ⁵⁵	i n t + i m n t	/ʔ a ³¹ + k j ei ⁵⁵	18065 18067
#
1423	Rangoon	understand	1412	tθɑ⁵³bɔ⁵⁵pɑuʔ⁴	tθ ɑ ⁵³ + b ɔ ⁵⁵ + p ɑ u ʔ ⁴	i n t + i n t + i n N c t	tθ ɑ ⁵³ + b ɔ ⁵⁵ + p ɑ u ʔ ⁴	18079 18080 18081
3136	Achang_Longchuan	understand	1412	sa³⁵	s a ³⁵	i n t	s a ³⁵	18075
4619	Xiandao	understand	1412	sa³⁵	s a ³⁵	i n t	s a ³⁵	18075
6355	Atsi	understand	1412	se⁵⁵ʒot²¹	s e ⁵⁵ + ʒ o t ²¹	i n t + i n c t	s e ⁵⁵ + ʒ o t ²¹	18075 18076
7994	Maru	understand	1412	sɛ⁵⁵	s ɛ ⁵⁵	i n t	s ɛ ⁵⁵	18075
9718	Bola	understand	1412	sɛ³⁵	s ɛ ³⁵	i n t	s ɛ ³⁵	18075
11292	Lashi	understand	1412	sɛ̱ː⁵³	ˀs ɛː ⁵³	i n t	ˀs ɛː ⁵³	18075
11879	Old_Burmese	understand	1412	naḥ◦lañ	n a ⁵⁵ + l a ɲ ²²	i n t + i n c t	n a ⁵⁵ + l a ɲ ²²	18077 18078
#
1187	Rangoon	understand / grasp	1181	nɑ⁵⁵lɛ²²	/ʔ n ɑ ⁵⁵ + l ɛ ²²	i m n t + i n t	/ʔ n ɑ ⁵⁵ + l ɛ ²²	18089 18090
2928	Achang_Longchuan	understand / grasp	1181	sa³⁵	s a ³⁵	i n t	s a ³⁵	18088
4443	Xiandao	understand / grasp	1181	sa³⁵	s a ³⁵	i n t	s a ³⁵	18088
6121	Atsi	understand / grasp	1181	se⁵⁵	s e ⁵⁵	i n t	s e ⁵⁵	18088
7786	Maru	understand / grasp	1181	sɛ⁵⁵	s ɛ ⁵⁵	i n t	s ɛ ⁵⁵	18088
9492	Bola	understand / grasp	1181	sɛ³⁵	s ɛ ³⁵	i n t	s ɛ ³⁵	18088
11099	Lashi	understand / grasp	1181	sɛː⁵³	s ɛː ⁵³	i n t	s ɛː ⁵³	18088
#
819	Rangoon	unit of dry measure for grain (=1 decaliter)	816	tĩ⁵⁵	t ĩ ∼ ⁵⁵	i n c t	t ĩ ∼ ⁵⁵	18099
2575	Achang_Longchuan	unit of dry measure for grain (=1 decaliter)	816	tu⁵⁵	t u ⁵⁵	i n t	t u ⁵⁵	18097
4143	Xiandao	unit of dry measure for grain (=1 decaliter)	816	tu⁵⁵	t u ⁵⁵	i n t	t u ⁵⁵	18097
5747	Atsi	unit of dry measure for grain (=1 decaliter)	816	tu⁵¹	t u ⁵¹	i n t	t u ⁵¹	18097
7450	Maru	unit of dry measure for grain (=1 decaliter)	816	tu³¹	t u ³¹	i n t	t u ³¹	18097
9131	Bola	unit of dry measure for grain (=1 decaliter)	816	puŋ³¹	p u ŋ ³¹	i n c t	p - u ŋ ³¹	3613
10779	Lashi	unit of dry measure for grain (=1 decaliter)	816	puŋ³¹	/ʔ p u ŋ ³¹	i m n i t	/ʔ p u - -	3613
#
